state,districts,crop,year,area,production,yield
Madhya Pradesh,Raisen,Maize,2021,6735.0,14750.0,2.19
Madhya Pradesh,Raisen,Maize,2022,4429.0,9701.0,2.19
Madhya Pradesh,Rajgarh,Maize,2012,49670.0,125032.0,2.52
Madhya Pradesh,Rajgarh,Maize,2013,41304.0,19865.0,0.48
Madhya Pradesh,Rajgarh,Maize,2014,32000.0,73000.0,2.28
Madhya Pradesh,Rajgarh,Maize,2015,68000.0,119000.0,1.75
Madhya Pradesh,Rajgarh,Maize,2016,68000.0,186000.0,2.74
Madhya Pradesh,Rajgarh,Maize,2017,63900.0,201290.0,3.15
Madhya Pradesh,Rajgarh,Maize,2018,36713.0,62675.0,1.71
Madhya Pradesh,Rajgarh,Maize,2019,39953.0,47145.0,1.18
Madhya Pradesh,Rajgarh,Maize,2020,45500.0,72664.0,1.6
Madhya Pradesh,Rajgarh,Maize,2021,43991.0,111912.0,2.54
Madhya Pradesh,Rajgarh,Maize,2022,42311.0,111870.0,2.64
Madhya Pradesh,Ratlam,Maize,2012,48720.0,178963.0,3.67
Madhya Pradesh,Ratlam,Maize,2013,42893.0,108575.0,2.53
Madhya Pradesh,Ratlam,Maize,2014,38000.0,79000.0,2.08
Madhya Pradesh,Ratlam,Maize,2015,42000.0,95000.0,2.26
Madhya Pradesh,Ratlam,Maize,2016,52000.0,137000.0,2.63
Madhya Pradesh,Ratlam,Maize,2017,55500.0,162000.0,2.92
Madhya Pradesh,Ratlam,Maize,2018,6084.0,24682.0,4.06
Madhya Pradesh,Ratlam,Maize,2019,18818.0,31727.0,1.69
Madhya Pradesh,Ratlam,Maize,2020,23000.0,74198.0,3.23
Madhya Pradesh,Ratlam,Maize,2021,25298.0,92010.0,3.64
Madhya Pradesh,Ratlam,Maize,2022,21337.0,63158.0,2.96
Madhya Pradesh,Rewa,Maize,2012,1173.0,922.0,0.79
Madhya Pradesh,Rewa,Maize,2013,1141.0,1111.0,0.97
Madhya Pradesh,Rewa,Maize,2014,7000.0,12000.0,1.71
Madhya Pradesh,Rewa,Maize,2015,2000.0,3000.0,1.5
Madhya Pradesh,Rewa,Maize,2016,4000.0,6000.0,1.5
Madhya Pradesh,Rewa,Maize,2017,2180.0,1820.0,0.83
Madhya Pradesh,Rewa,Maize,2018,329.0,581.0,1.77
Madhya Pradesh,Rewa,Maize,2019,647.0,853.0,1.32
Madhya Pradesh,Rewa,Maize,2020,478.0,688.0,1.44
Madhya Pradesh,Rewa,Maize,2021,276.0,549.0,1.99
Madhya Pradesh,Rewa,Maize,2022,578.0,1414.0,2.45
Madhya Pradesh,Sagar,Maize,2012,2971.0,6109.0,2.06
Madhya Pradesh,Sagar,Maize,2013,2782.0,1633.0,0.59
Madhya Pradesh,Sagar,Maize,2014,8000.0,14000.0,1.75
Madhya Pradesh,Sagar,Maize,2015,5000.0,5000.0,1.0
Madhya Pradesh,Sagar,Maize,2016,5000.0,6000.0,1.2
Madhya Pradesh,Sagar,Maize,2017,3600.0,3780.0,1.05
Madhya Pradesh,Sagar,Maize,2018,2546.0,4907.0,1.93
Madhya Pradesh,Sagar,Maize,2019,5510.0,12320.0,2.24
Madhya Pradesh,Sagar,Maize,2020,5393.0,12506.0,2.32
Madhya Pradesh,Sagar,Maize,2021,13329.0,36548.0,2.74
Madhya Pradesh,Sagar,Maize,2022,26915.0,79803.0,2.97
Madhya Pradesh,Satna,Maize,2012,838.0,1232.0,1.47
Madhya Pradesh,Satna,Maize,2013,773.0,539.0,0.7
Madhya Pradesh,Satna,Maize,2014,17000.0,24000.0,1.41
Madhya Pradesh,Satna,Maize,2015,3000.0,6000.0,2.0
Madhya Pradesh,Satna,Maize,2017,4200.0,7290.0,1.74
Madhya Pradesh,Satna,Maize,2018,412.0,538.0,1.31
Madhya Pradesh,Satna,Maize,2019,554.0,824.0,1.49
Madhya Pradesh,Satna,Maize,2020,447.0,410.0,0.92
Madhya Pradesh,Satna,Maize,2021,163.0,233.0,1.43
Madhya Pradesh,Satna,Maize,2022,395.0,746.0,1.89
Madhya Pradesh,Sehore,Maize,2012,7922.0,20545.0,2.59
Madhya Pradesh,Sehore,Maize,2013,8241.0,4799.0,0.58
Madhya Pradesh,Sehore,Maize,2014,10000.0,22000.0,2.2
Madhya Pradesh,Sehore,Maize,2015,8000.0,15000.0,1.88
Madhya Pradesh,Sehore,Maize,2016,12000.0,19000.0,1.58
Madhya Pradesh,Sehore,Maize,2017,11200.0,27100.0,2.42
Madhya Pradesh,Sehore,Maize,2018,12101.0,37878.0,3.13
Madhya Pradesh,Sehore,Maize,2019,13559.0,27240.0,2.01
Madhya Pradesh,Sehore,Maize,2020,8389.0,18431.0,2.2
Madhya Pradesh,Sehore,Maize,2021,26822.0,89077.0,3.32
Madhya Pradesh,Sehore,Maize,2022,16049.0,51693.0,3.22
Madhya Pradesh,Seoni,Maize,2012,18389.0,46976.0,2.55
Madhya Pradesh,Seoni,Maize,2013,22047.0,40521.0,1.84
Madhya Pradesh,Seoni,Maize,2014,20000.0,72000.0,3.6
Madhya Pradesh,Seoni,Maize,2015,72000.0,252000.0,3.5
Madhya Pradesh,Seoni,Maize,2016,116000.0,536000.0,4.62
Madhya Pradesh,Seoni,Maize,2017,98200.0,456630.0,4.65
Madhya Pradesh,Seoni,Maize,2018,190441.0,773282.0,4.06
Madhya Pradesh,Seoni,Maize,2019,233932.0,873736.0,3.73
Madhya Pradesh,Seoni,Maize,2020,197175.0,663888.0,3.37
Madhya Pradesh,Seoni,Maize,2021,125056.0,561125.0,4.49
Madhya Pradesh,Seoni,Maize,2022,161587.0,450827.0,2.79
Madhya Pradesh,Shahdol,Maize,2012,11071.0,18383.0,1.66
Madhya Pradesh,Shahdol,Maize,2013,10881.0,16622.0,1.53
Madhya Pradesh,Shahdol,Maize,2014,20000.0,27000.0,1.35
Madhya Pradesh,Shahdol,Maize,2015,15000.0,24000.0,1.6
Madhya Pradesh,Shahdol,Maize,2016,15000.0,29000.0,1.93
Madhya Pradesh,Shahdol,Maize,2017,14200.0,26820.0,1.89
Madhya Pradesh,Shahdol,Maize,2018,6685.0,11977.0,1.79
Madhya Pradesh,Shahdol,Maize,2019,6621.0,12361.0,1.87
Madhya Pradesh,Shahdol,Maize,2020,7350.0,13737.0,1.87
Madhya Pradesh,Shahdol,Maize,2021,4508.0,10166.0,2.26
Madhya Pradesh,Shahdol,Maize,2022,3620.0,8163.0,2.25
Madhya Pradesh,Shajapur,Maize,2012,32858.0,66109.0,2.01
Madhya Pradesh,Shajapur,Maize,2013,10276.0,11160.0,1.09
Madhya Pradesh,Shajapur,Maize,2014,19000.0,40000.0,2.11
Madhya Pradesh,Shajapur,Maize,2015,3000.0,5000.0,1.67
Madhya Pradesh,Shajapur,Maize,2016,4000.0,6000.0,1.5
Madhya Pradesh,Shajapur,Maize,2017,4100.0,6770.0,1.65
Madhya Pradesh,Shajapur,Maize,2018,839.0,1102.0,1.31
Madhya Pradesh,Shajapur,Maize,2019,785.0,686.0,0.87
Madhya Pradesh,Shajapur,Maize,2020,970.0,1319.0,1.36
Madhya Pradesh,Shajapur,Maize,2021,2533.0,5844.0,2.31
Madhya Pradesh,Shajapur,Maize,2022,770.0,1853.0,2.41
Madhya Pradesh,Sheopur,Maize,2012,740.0,1517.0,2.05
Madhya Pradesh,Sheopur,Maize,2013,896.0,2484.0,2.77
Madhya Pradesh,Sheopur,Maize,2014,8000.0,18000.0,2.25
Madhya Pradesh,Sheopur,Maize,2015,2000.0,3000.0,1.5
Madhya Pradesh,Sheopur,Maize,2016,2000.0,5000.0,2.5
Madhya Pradesh,Sheopur,Maize,2017,2700.0,5810.0,2.15
Madhya Pradesh,Sheopur,Maize,2018,946.0,1699.0,1.8
Madhya Pradesh,Sheopur,Maize,2019,989.0,2278.0,2.3
Madhya Pradesh,Sheopur,Maize,2020,2267.0,5015.0,2.21
Madhya Pradesh,Sheopur,Maize,2021,745.0,1240.0,1.66
Madhya Pradesh,Sheopur,Maize,2022,1107.0,2398.0,2.17
Madhya Pradesh,Shivpuri,Maize,2012,16806.0,29128.0,1.73
Madhya Pradesh,Shivpuri,Maize,2013,14745.0,16859.0,1.14
Madhya Pradesh,Shivpuri,Maize,2014,21000.0,32000.0,1.52
Madhya Pradesh,Shivpuri,Maize,2015,14000.0,27000.0,1.93
Madhya Pradesh,Shivpuri,Maize,2016,10000.0,17000.0,1.7
Madhya Pradesh,Shivpuri,Maize,2017,6600.0,16630.0,2.52
Madhya Pradesh,Shivpuri,Maize,2018,2543.0,5142.0,2.02
Madhya Pradesh,Shivpuri,Maize,2019,2217.0,3086.0,1.39
Madhya Pradesh,Shivpuri,Maize,2020,4561.0,8620.0,1.89
Madhya Pradesh,Shivpuri,Maize,2021,2046.0,4518.0,2.21
Madhya Pradesh,Shivpuri,Maize,2022,4577.0,11936.0,2.61
Madhya Pradesh,Sidhi,Maize,2012,8686.0,11706.0,1.35
Madhya Pradesh,Sidhi,Maize,2013,8517.0,9890.0,1.16
Madhya Pradesh,Sidhi,Maize,2014,14000.0,18000.0,1.29
Madhya Pradesh,Sidhi,Maize,2015,21000.0,34000.0,1.62
Madhya Pradesh,Sidhi,Maize,2016,16000.0,41000.0,2.56
Madhya Pradesh,Sidhi,Maize,2017,9500.0,21010.0,2.21
Madhya Pradesh,Sidhi,Maize,2018,4959.0,9062.0,1.83
Madhya Pradesh,Sidhi,Maize,2019,4723.0,7944.0,1.68
Madhya Pradesh,Sidhi,Maize,2020,4183.0,7057.0,1.69
Madhya Pradesh,Sidhi,Maize,2021,3272.0,6915.0,2.11
Madhya Pradesh,Sidhi,Maize,2022,2995.0,7661.0,2.56
Madhya Pradesh,Singrauli,Maize,2012,25782.0,58699.0,2.28
Madhya Pradesh,Singrauli,Maize,2013,25679.0,48421.0,1.89
Madhya Pradesh,Singrauli,Maize,2014,25000.0,53000.0,2.12
Madhya Pradesh,Singrauli,Maize,2015,28000.0,52000.0,1.86
Madhya Pradesh,Singrauli,Maize,2016,30000.0,74000.0,2.47
Madhya Pradesh,Singrauli,Maize,2017,28200.0,77490.0,2.75
Madhya Pradesh,Singrauli,Maize,2018,19976.0,52474.0,2.63
Madhya Pradesh,Singrauli,Maize,2019,16023.0,42317.0,2.64
Madhya Pradesh,Singrauli,Maize,2020,12827.0,22768.0,1.78
Madhya Pradesh,Singrauli,Maize,2021,11002.0,30399.0,2.76
Madhya Pradesh,Singrauli,Maize,2022,10019.0,25678.0,2.56
Madhya Pradesh,Tikamgarh,Maize,2012,2200.0,1822.0,0.83
Madhya Pradesh,Tikamgarh,Maize,2013,1712.0,873.0,0.51
Madhya Pradesh,Tikamgarh,Maize,2014,10000.0,14000.0,1.4
Madhya Pradesh,Tikamgarh,Maize,2015,1000.0,2000.0,2.0
Madhya Pradesh,Tikamgarh,Maize,2016,1000.0,2000.0,2.0
Madhya Pradesh,Tikamgarh,Maize,2017,1700.0,1790.0,1.05
Madhya Pradesh,Tikamgarh,Maize,2018,158.0,299.0,1.89
Madhya Pradesh,Tikamgarh,Maize,2019,217.0,307.0,1.41
Madhya Pradesh,Tikamgarh,Maize,2020,28.0,40.0,1.43
Madhya Pradesh,Tikamgarh,Maize,2021,92.0,197.0,2.14
Madhya Pradesh,Tikamgarh,Maize,2022,85.0,183.0,2.15
Madhya Pradesh,Ujjain,Maize,2012,6696.0,15507.0,2.32
Madhya Pradesh,Ujjain,Maize,2013,6610.0,5325.0,0.81
Madhya Pradesh,Ujjain,Maize,2014,23000.0,41000.0,1.78
Madhya Pradesh,Ujjain,Maize,2015,7000.0,8000.0,1.14
Madhya Pradesh,Ujjain,Maize,2016,7000.0,14000.0,2.0
Madhya Pradesh,Ujjain,Maize,2017,6400.0,8000.0,1.25
Madhya Pradesh,Ujjain,Maize,2018,835.0,1932.0,2.31
Madhya Pradesh,Ujjain,Maize,2019,1338.0,1788.0,1.34
Madhya Pradesh,Ujjain,Maize,2020,1933.0,3787.0,1.96
Madhya Pradesh,Ujjain,Maize,2021,853.0,2254.0,2.64
Madhya Pradesh,Ujjain,Maize,2022,413.0,1254.0,3.04
Madhya Pradesh,Umaria,Maize,2012,9253.0,13044.0,1.41
Madhya Pradesh,Umaria,Maize,2013,9236.0,12180.0,1.32
Madhya Pradesh,Umaria,Maize,2014,16000.0,30000.0,1.88
Madhya Pradesh,Umaria,Maize,2015,11000.0,28000.0,2.55
Madhya Pradesh,Umaria,Maize,2016,11000.0,23000.0,2.09
Madhya Pradesh,Umaria,Maize,2017,10500.0,23940.0,2.28
Madhya Pradesh,Umaria,Maize,2018,6550.0,13286.0,2.03
Madhya Pradesh,Umaria,Maize,2019,5540.0,11961.0,2.16
Madhya Pradesh,Umaria,Maize,2020,5732.0,9653.0,1.68
Madhya Pradesh,Umaria,Maize,2021,4504.0,9941.0,2.21
Madhya Pradesh,Umaria,Maize,2022,4727.0,10792.0,2.28
Madhya Pradesh,Vidisha,Maize,2012,3567.0,7981.0,2.24
Madhya Pradesh,Vidisha,Maize,2013,7050.0,8204.0,1.16
Madhya Pradesh,Vidisha,Maize,2014,27000.0,41000.0,1.52
Madhya Pradesh,Vidisha,Maize,2015,5000.0,7000.0,1.4
Madhya Pradesh,Vidisha,Maize,2016,3000.0,6000.0,2.0
Madhya Pradesh,Vidisha,Maize,2017,5430.0,11950.0,2.2
Madhya Pradesh,Vidisha,Maize,2018,1608.0,2346.0,1.46
Madhya Pradesh,Vidisha,Maize,2019,1471.0,2202.0,1.5
Madhya Pradesh,Vidisha,Maize,2020,1984.0,4065.0,2.05
Madhya Pradesh,Vidisha,Maize,2021,5784.0,14205.0,2.46
Madhya Pradesh,Vidisha,Maize,2022,5253.0,12901.0,2.46
Madhya Pradesh,Balaghat,Ragi,2012,223.0,64.0,0.29
Madhya Pradesh,Balaghat,Ragi,2013,220.0,67.0,0.3
Madhya Pradesh,Chhindwara,Ragi,2012,76.0,30.0,0.39
Madhya Pradesh,Hoshangabad,Ragi,2012,1.0,,0.0
Madhya Pradesh,Katni,Ragi,2012,114.0,33.0,0.29
Madhya Pradesh,Katni,Ragi,2013,115.0,125.0,1.09
Madhya Pradesh,Sagar,Ragi,2012,1.0,,0.0
Madhya Pradesh,Sagar,Ragi,2013,1.0,,0.0
Madhya Pradesh,Sagar,Ragi,2014,,,0.0
Madhya Pradesh,Sagar,Ragi,2015,,,0.0
Madhya Pradesh,Sagar,Ragi,2016,,,0.0
Madhya Pradesh,Sagar,Ragi,2017,,,0.0
Madhya Pradesh,Sagar,Ragi,2018,,,0.0
Madhya Pradesh,Sagar,Ragi,2019,,,0.0
Madhya Pradesh,Sagar,Ragi,2020,,,0.0
Madhya Pradesh,Sagar,Ragi,2021,,,0.0
Madhya Pradesh,Sagar,Ragi,2022,,,0.0
Madhya Pradesh,Agar malwa,Rice,2013,2.0,1.0,0.5
Madhya Pradesh,Agar malwa,Rice,2018,286.0,286.0,1.0
Madhya Pradesh,Agar malwa,Rice,2020,5.0,2.67,0.53
Madhya Pradesh,Agar malwa,Rice,2022,7.0,14.0,2.0
Madhya Pradesh,Alirajpur,Rice,2012,7082.0,3857.0,0.54
Madhya Pradesh,Alirajpur,Rice,2013,6947.0,4361.0,0.63
Madhya Pradesh,Alirajpur,Rice,2014,5000.0,4670.0,0.93
Madhya Pradesh,Alirajpur,Rice,2015,5000.0,5330.0,1.07
Madhya Pradesh,Alirajpur,Rice,2016,5000.0,5330.0,1.07
Madhya Pradesh,Alirajpur,Rice,2017,5020.0,4600.0,0.92
Madhya Pradesh,Alirajpur,Rice,2018,4443.0,4381.33,0.99
Madhya Pradesh,Alirajpur,Rice,2019,4646.0,5502.0,1.18
Madhya Pradesh,Alirajpur,Rice,2020,4354.0,5156.0,1.18
Madhya Pradesh,Alirajpur,Rice,2021,4534.0,5686.0,1.25
Madhya Pradesh,Alirajpur,Rice,2022,4985.0,9876.0,1.98
Madhya Pradesh,Anuppur,Rice,2012,105693.0,118574.0,1.12
Madhya Pradesh,Anuppur,Rice,2013,105066.0,190548.0,1.81
Madhya Pradesh,Anuppur,Rice,2014,107000.0,206670.0,1.93
Madhya Pradesh,Anuppur,Rice,2015,92000.0,148000.0,1.61
Madhya Pradesh,Anuppur,Rice,2016,109000.0,206660.0,1.9
Madhya Pradesh,Anuppur,Rice,2017,107200.0,171440.0,1.6
Madhya Pradesh,Anuppur,Rice,2018,102416.0,136084.0,1.33
Madhya Pradesh,Anuppur,Rice,2019,124947.0,254430.66,2.04
Madhya Pradesh,Anuppur,Rice,2020,129351.0,263398.67,2.04
Madhya Pradesh,Anuppur,Rice,2021,135252.0,203328.66,1.5
Madhya Pradesh,Anuppur,Rice,2022,135881.0,320000.0,2.36
Madhya Pradesh,Ashoknagar,Rice,2012,1329.0,3883.0,2.92
Madhya Pradesh,Ashoknagar,Rice,2013,1409.0,2336.0,1.66
Madhya Pradesh,Ashoknagar,Rice,2014,2000.0,3330.0,1.67
Madhya Pradesh,Ashoknagar,Rice,2015,2000.0,3330.0,1.67
Madhya Pradesh,Ashoknagar,Rice,2017,3700.0,5760.0,1.56
Madhya Pradesh,Ashoknagar,Rice,2018,4646.0,9321.33,2.01
Madhya Pradesh,Ashoknagar,Rice,2019,8298.0,23857.33,2.88
Madhya Pradesh,Ashoknagar,Rice,2020,8035.0,23101.33,2.88
Madhya Pradesh,Ashoknagar,Rice,2021,11512.0,27706.0,2.41
Madhya Pradesh,Ashoknagar,Rice,2022,20750.0,74908.0,3.61
Madhya Pradesh,Balaghat,Rice,2012,260767.0,486464.0,1.87
Madhya Pradesh,Balaghat,Rice,2013,258647.0,434079.0,1.68
Madhya Pradesh,Balaghat,Rice,2014,245000.0,449330.0,1.83
Madhya Pradesh,Balaghat,Rice,2015,266000.0,449330.0,1.69
Madhya Pradesh,Balaghat,Rice,2016,272000.0,675330.0,2.48
Madhya Pradesh,Balaghat,Rice,2017,215000.0,378540.0,1.76
Madhya Pradesh,Balaghat,Rice,2018,300301.0,603446.0,2.01
Madhya Pradesh,Balaghat,Rice,2019,321002.0,707237.33,2.2
Madhya Pradesh,Balaghat,Rice,2020,310239.0,683524.0,2.2
Madhya Pradesh,Balaghat,Rice,2021,301090.0,588130.0,1.95
Madhya Pradesh,Balaghat,Rice,2022,306354.0,897617.0,2.93
Madhya Pradesh,Barwani,Rice,2012,1158.0,1213.0,1.05
Madhya Pradesh,Barwani,Rice,2013,1092.0,414.0,0.38
Madhya Pradesh,Barwani,Rice,2014,1000.0,2000.0,2.0
Madhya Pradesh,Barwani,Rice,2015,1000.0,660.0,0.66
Madhya Pradesh,Barwani,Rice,2016,1000.0,660.0,0.66
Madhya Pradesh,Barwani,Rice,2017,700.0,426.0,0.61
Madhya Pradesh,Barwani,Rice,2018,652.0,210.0,0.32
Madhya Pradesh,Barwani,Rice,2019,421.0,166.0,0.39
Madhya Pradesh,Barwani,Rice,2020,413.0,163.33,0.4
Madhya Pradesh,Barwani,Rice,2021,302.0,360.66,1.19
Madhya Pradesh,Barwani,Rice,2022,268.0,507.0,1.89
Madhya Pradesh,Betul,Rice,2012,44860.0,121756.0,2.71
Madhya Pradesh,Betul,Rice,2013,43844.0,98853.0,2.25
Madhya Pradesh,Betul,Rice,2014,47000.0,105330.0,2.24
Madhya Pradesh,Betul,Rice,2015,42000.0,74660.0,1.78
Madhya Pradesh,Betul,Rice,2016,55000.0,97330.0,1.77
Madhya Pradesh,Betul,Rice,2017,45000.0,79110.0,1.76
Madhya Pradesh,Betul,Rice,2018,28209.0,42102.0,1.49
Madhya Pradesh,Betul,Rice,2019,24178.0,43842.66,1.81
Madhya Pradesh,Betul,Rice,2020,26985.0,52530.67,1.95
Madhya Pradesh,Betul,Rice,2021,35486.0,66713.3,1.88
Madhya Pradesh,Betul,Rice,2022,33807.0,96349.0,2.85
Madhya Pradesh,Bhind,Rice,2012,4623.0,12471.0,2.7
Madhya Pradesh,Bhind,Rice,2013,4800.0,20805.0,4.33
Madhya Pradesh,Bhind,Rice,2014,6000.0,20670.0,3.45
Madhya Pradesh,Bhind,Rice,2015,6000.0,27330.0,4.56
Madhya Pradesh,Bhind,Rice,2016,7000.0,15330.0,2.19
Madhya Pradesh,Bhind,Rice,2017,3000.0,5760.0,1.92
Madhya Pradesh,Bhind,Rice,2018,21279.0,76180.0,3.58
Madhya Pradesh,Bhind,Rice,2019,25121.0,111606.66,4.44
Madhya Pradesh,Bhind,Rice,2020,24934.0,107216.0,4.3
Madhya Pradesh,Bhind,Rice,2021,19402.0,64155.33,3.31
Madhya Pradesh,Bhind,Rice,2022,25407.0,109708.0,4.32
Madhya Pradesh,Bhopal,Rice,2012,683.0,776.0,1.14
Madhya Pradesh,Bhopal,Rice,2013,522.0,678.0,1.3
Madhya Pradesh,Bhopal,Rice,2014,11000.0,28000.0,2.55
Madhya Pradesh,Bhopal,Rice,2015,9000.0,22000.0,2.44
Madhya Pradesh,Bhopal,Rice,2017,8950.0,5650.0,0.63
Madhya Pradesh,Bhopal,Rice,2018,12920.0,12083.33,0.94
Madhya Pradesh,Bhopal,Rice,2019,14503.0,17652.0,1.22
Madhya Pradesh,Bhopal,Rice,2020,11701.0,19580.0,1.67
Madhya Pradesh,Bhopal,Rice,2021,23844.0,36720.0,1.54
Madhya Pradesh,Bhopal,Rice,2022,23641.0,84872.0,3.59
Madhya Pradesh,Burhanpur,Rice,2012,904.0,1507.0,1.67
Madhya Pradesh,Burhanpur,Rice,2013,919.0,909.0,0.99
Madhya Pradesh,Burhanpur,Rice,2017,400.0,330.0,0.83
Madhya Pradesh,Burhanpur,Rice,2018,1044.0,1270.0,1.22
Madhya Pradesh,Burhanpur,Rice,2019,898.0,1548.0,1.72
Madhya Pradesh,Burhanpur,Rice,2020,874.0,1506.67,1.72
Madhya Pradesh,Burhanpur,Rice,2021,875.0,1212.0,1.39
Madhya Pradesh,Burhanpur,Rice,2022,535.0,1054.0,1.97
Madhya Pradesh,Chhatarpur,Rice,2012,5791.0,2167.0,0.37
Madhya Pradesh,Chhatarpur,Rice,2013,5369.0,4745.0,0.88
Madhya Pradesh,Chhatarpur,Rice,2014,10000.0,8670.0,0.87
Madhya Pradesh,Chhatarpur,Rice,2015,8000.0,2660.0,0.33
Madhya Pradesh,Chhatarpur,Rice,2016,8000.0,8660.0,1.08
Madhya Pradesh,Chhatarpur,Rice,2017,6330.0,2980.0,0.47
Madhya Pradesh,Chhatarpur,Rice,2018,2039.0,1647.33,0.81
Madhya Pradesh,Chhatarpur,Rice,2019,1554.0,1677.33,1.08
Madhya Pradesh,Chhatarpur,Rice,2020,1881.0,2520.67,1.34
Madhya Pradesh,Chhatarpur,Rice,2021,1475.0,2040.0,1.38
Madhya Pradesh,Chhatarpur,Rice,2022,1779.0,3576.0,2.01
Madhya Pradesh,Chhindwara,Rice,2012,13938.0,38372.0,2.75
Madhya Pradesh,Chhindwara,Rice,2013,13808.0,28052.0,2.03
Madhya Pradesh,Chhindwara,Rice,2014,20000.0,48000.0,2.4
Madhya Pradesh,Chhindwara,Rice,2015,31000.0,58000.0,1.87
Madhya Pradesh,Chhindwara,Rice,2016,35000.0,53330.0,1.52
Madhya Pradesh,Chhindwara,Rice,2017,34010.0,42060.0,1.24
Madhya Pradesh,Chhindwara,Rice,2018,14639.0,15620.0,1.07
Madhya Pradesh,Chhindwara,Rice,2019,12150.0,19396.66,1.6
Madhya Pradesh,Chhindwara,Rice,2020,15291.0,24411.33,1.6
Madhya Pradesh,Chhindwara,Rice,2021,35631.0,69837.33,1.96
Madhya Pradesh,Chhindwara,Rice,2022,35664.0,104852.0,2.94
Madhya Pradesh,Damoh,Rice,2012,56299.0,55933.0,0.99
Madhya Pradesh,Damoh,Rice,2013,55634.0,62313.0,1.12
Madhya Pradesh,Damoh,Rice,2014,66000.0,70670.0,1.07
Madhya Pradesh,Damoh,Rice,2015,73000.0,86660.0,1.19
Madhya Pradesh,Damoh,Rice,2016,80000.0,150000.0,1.88
Madhya Pradesh,Damoh,Rice,2017,75700.0,126160.0,1.67
Madhya Pradesh,Damoh,Rice,2018,76526.0,81774.0,1.07
Madhya Pradesh,Damoh,Rice,2019,77713.0,103630.0,1.33
Madhya Pradesh,Damoh,Rice,2020,87252.0,116350.0,1.33
Madhya Pradesh,Damoh,Rice,2021,100977.0,160216.66,1.59
Madhya Pradesh,Damoh,Rice,2022,91167.0,345067.0,3.78
Madhya Pradesh,Datia,Rice,2012,8077.0,16534.0,2.05
Madhya Pradesh,Datia,Rice,2013,12141.0,13898.0,1.14
Madhya Pradesh,Datia,Rice,2014,30000.0,29330.0,0.98
Madhya Pradesh,Datia,Rice,2015,14000.0,24000.0,1.71
Madhya Pradesh,Datia,Rice,2016,17000.0,36660.0,2.16
Madhya Pradesh,Datia,Rice,2017,16600.0,30180.0,1.82
Madhya Pradesh,Datia,Rice,2018,44552.0,61147.33,1.37
Madhya Pradesh,Datia,Rice,2019,65110.0,96966.66,1.49
Madhya Pradesh,Datia,Rice,2020,74624.0,131338.0,1.76
Madhya Pradesh,Datia,Rice,2021,79564.0,124119.33,1.56
Madhya Pradesh,Datia,Rice,2022,86457.0,213549.0,2.47
Madhya Pradesh,Dewas,Rice,2012,143.0,120.0,0.84
Madhya Pradesh,Dewas,Rice,2013,113.0,76.0,0.67
Madhya Pradesh,Dewas,Rice,2014,1000.0,670.0,0.67
Madhya Pradesh,Dewas,Rice,2017,100.0,73.0,0.73
Madhya Pradesh,Dewas,Rice,2018,20.0,23.33,1.17
Madhya Pradesh,Dewas,Rice,2019,3.0,4.0,1.33
Madhya Pradesh,Dewas,Rice,2020,6.0,8.67,1.45
Madhya Pradesh,Dewas,Rice,2021,106.0,151.33,1.43
Madhya Pradesh,Dewas,Rice,2022,80.0,171.0,2.14
Madhya Pradesh,Dhar,Rice,2012,764.0,656.0,0.86
Madhya Pradesh,Dhar,Rice,2013,664.0,500.0,0.75
Madhya Pradesh,Dhar,Rice,2014,1000.0,670.0,0.67
Madhya Pradesh,Dhar,Rice,2015,1000.0,528.0,0.53
Madhya Pradesh,Dhar,Rice,2017,230.0,213.0,0.93
Madhya Pradesh,Dhar,Rice,2018,131.0,75.33,0.58
Madhya Pradesh,Dhar,Rice,2019,137.0,106.0,0.77
Madhya Pradesh,Dhar,Rice,2020,95.0,73.33,0.77
Madhya Pradesh,Dhar,Rice,2021,11.0,14.66,1.33
Madhya Pradesh,Dhar,Rice,2022,16.0,29.0,1.81
Madhya Pradesh,Dindori,Rice,2012,81710.0,126115.0,1.54
Madhya Pradesh,Dindori,Rice,2013,81182.0,124803.0,1.54
Madhya Pradesh,Dindori,Rice,2014,80000.0,142000.0,1.78
Madhya Pradesh,Dindori,Rice,2015,83000.0,107330.0,1.29
Madhya Pradesh,Dindori,Rice,2016,84000.0,122660.0,1.46
Madhya Pradesh,Dindori,Rice,2017,78800.0,123450.0,1.57
Madhya Pradesh,Dindori,Rice,2018,101427.0,176705.33,1.74
Madhya Pradesh,Dindori,Rice,2019,119720.0,208670.0,1.74
Madhya Pradesh,Dindori,Rice,2020,136279.0,268015.33,1.97
Madhya Pradesh,Dindori,Rice,2021,138847.0,204567.33,1.47
Madhya Pradesh,Dindori,Rice,2022,159580.0,352672.0,2.21
Madhya Pradesh,Guna,Rice,2012,542.0,639.0,1.18
Madhya Pradesh,Guna,Rice,2013,512.0,826.0,1.61
Madhya Pradesh,Guna,Rice,2014,1000.0,3330.0,3.33
Madhya Pradesh,Guna,Rice,2015,2000.0,2660.0,1.33
Madhya Pradesh,Guna,Rice,2017,1990.0,3320.0,1.67
Madhya Pradesh,Guna,Rice,2018,1606.0,2347.33,1.46
Madhya Pradesh,Guna,Rice,2019,3164.0,5454.6,1.72
Madhya Pradesh,Guna,Rice,2020,2678.0,4617.33,1.72
