state,district,crop,year,area,production,yield,annual_rainfall,n_high,n_medium,n_low,p_high,p_medium,p_low,k_high,k_medium,k_low,oc_high,oc_medium,oc_low,ph_alkaline,ph_acidic,ph_neutral,ec_nonsaline,ec_saline
madhya pradesh,narsinghpur,Maize,2015,3000,10000,3.33,1006.1,0.29,14.72,84.99,36.56,28.31,35.13,44.19,49.86,5.95,7.48,30.53,61.99,7.77,2.31,89.92,99.61,0.39
madhya pradesh,narsinghpur,Maize,2016,4000,7000,1.75,1187.4,0.29,14.72,84.99,36.56,28.31,35.13,44.19,49.86,5.95,7.48,30.53,61.99,7.77,2.31,89.92,99.61,0.39
madhya pradesh,narsinghpur,Maize,2017,5000,8840,1.77,777,0.29,14.72,84.99,36.56,28.31,35.13,44.19,49.86,5.95,7.48,30.53,61.99,7.77,2.31,89.92,99.61,0.39
madhya pradesh,narsinghpur,Maize,2018,11426,29364,2.57,940.2,0.29,14.72,84.99,36.56,28.31,35.13,44.19,49.86,5.95,7.48,30.53,61.99,7.77,2.31,89.92,99.61,0.39
madhya pradesh,narsinghpur,Maize,2019,28794,60467,2.1,1742.6,0.29,14.72,84.99,36.56,28.31,35.13,44.19,49.86,5.95,7.48,30.53,61.99,7.77,2.31,89.92,99.61,0.39
madhya pradesh,narsinghpur,Maize,2020,32386,77888,2.4,1170.1,0.29,14.72,84.99,36.56,28.31,35.13,44.19,49.86,5.95,7.48,30.53,61.99,7.77,2.31,89.92,99.61,0.39
madhya pradesh,narsinghpur,Maize,2021,39249,106089,2.7,943,0.29,14.72,84.99,36.56,28.31,35.13,44.19,49.86,5.95,7.48,30.53,61.99,7.77,2.31,89.92,99.61,0.39
madhya pradesh,narsinghpur,Maize,2022,63711,172212,2.7,1399.1,0.29,14.72,84.99,36.56,28.31,35.13,44.19,49.86,5.95,7.48,30.53,61.99,7.77,2.31,89.92,99.61,0.39
madhya pradesh,neemuch,Maize,2012,26438,103893,3.93,799.1,0,46.61,53.39,26.72,63.15,10.14,38.02,58.89,3.09,28.28,54.19,17.53,0.21,0.01,99.78,98.57,1.43
madhya pradesh,neemuch,Maize,2013,23726,59675,2.52,1294.8,0,46.61,53.39,26.72,63.15,10.14,38.02,58.89,3.09,28.28,54.19,17.53,0.21,0.01,99.78,98.57,1.43
madhya pradesh,neemuch,Maize,2014,36000,62000,1.72,830.6,0,46.61,53.39,26.72,63.15,10.14,38.02,58.89,3.09,28.28,54.19,17.53,0.21,0.01,99.78,98.57,1.43
madhya pradesh,neemuch,Maize,2015,23000,40000,1.74,741.7,0,46.61,53.39,26.72,63.15,10.14,38.02,58.89,3.09,28.28,54.19,17.53,0.21,0.01,99.78,98.57,1.43
madhya pradesh,neemuch,Maize,2016,24000,94000,3.92,1113.4,0,46.61,53.39,26.72,63.15,10.14,38.02,58.89,3.09,28.28,54.19,17.53,0.21,0.01,99.78,98.57,1.43
madhya pradesh,neemuch,Maize,2017,27800,99410,3.58,801,0,46.61,53.39,26.72,63.15,10.14,38.02,58.89,3.09,28.28,54.19,17.53,0.21,0.01,99.78,98.57,1.43
madhya pradesh,neemuch,Maize,2018,15632,40316,2.58,1058.7,0,46.61,53.39,26.72,63.15,10.14,38.02,58.89,3.09,28.28,54.19,17.53,0.21,0.01,99.78,98.57,1.43
madhya pradesh,neemuch,Maize,2019,17120,27615,1.61,1804.4,0,46.61,53.39,26.72,63.15,10.14,38.02,58.89,3.09,28.28,54.19,17.53,0.21,0.01,99.78,98.57,1.43
madhya pradesh,neemuch,Maize,2020,22048,53356,2.42,752,0,46.61,53.39,26.72,63.15,10.14,38.02,58.89,3.09,28.28,54.19,17.53,0.21,0.01,99.78,98.57,1.43
madhya pradesh,neemuch,Maize,2021,15558,51030,3.28,1351.6,0,46.61,53.39,26.72,63.15,10.14,38.02,58.89,3.09,28.28,54.19,17.53,0.21,0.01,99.78,98.57,1.43
madhya pradesh,neemuch,Maize,2022,13694,42179,3.08,1251.7,0,46.61,53.39,26.72,63.15,10.14,38.02,58.89,3.09,28.28,54.19,17.53,0.21,0.01,99.78,98.57,1.43
madhya pradesh,niwari,Maize,2020,204,366,1.79,,0,50.4,49.6,48.29,50.07,1.64,13.75,82.86,3.39,35.74,42.14,22.11,0.16,1.35,98.5,90.88,9.12
madhya pradesh,niwari,Maize,2021,26,54,2.08,1223.3,0,50.4,49.6,48.29,50.07,1.64,13.75,82.86,3.39,35.74,42.14,22.11,0.16,1.35,98.5,90.88,9.12
madhya pradesh,niwari,Maize,2022,71,148,2.08,1194.7,0,50.4,49.6,48.29,50.07,1.64,13.75,82.86,3.39,35.74,42.14,22.11,0.16,1.35,98.5,90.88,9.12
madhya pradesh,panna,Maize,2012,2560,3864,1.51,1094.7,0.01,42.86,57.12,9.32,85.72,4.96,23.07,76.45,0.48,23.94,50.3,25.76,0.16,0.54,99.3,99.85,0.15
madhya pradesh,panna,Maize,2013,3477,4726,1.36,1621.9,0.01,42.86,57.12,9.32,85.72,4.96,23.07,76.45,0.48,23.94,50.3,25.76,0.16,0.54,99.3,99.85,0.15
madhya pradesh,panna,Maize,2014,8000,13000,1.63,709,0.01,42.86,57.12,9.32,85.72,4.96,23.07,76.45,0.48,23.94,50.3,25.76,0.16,0.54,99.3,99.85,0.15
madhya pradesh,panna,Maize,2015,2000,3000,1.5,777.3,0.01,42.86,57.12,9.32,85.72,4.96,23.07,76.45,0.48,23.94,50.3,25.76,0.16,0.54,99.3,99.85,0.15
madhya pradesh,panna,Maize,2016,2000,4000,2,1747.5,0.01,42.86,57.12,9.32,85.72,4.96,23.07,76.45,0.48,23.94,50.3,25.76,0.16,0.54,99.3,99.85,0.15
madhya pradesh,panna,Maize,2017,2600,3510,1.35,857.3,0.01,42.86,57.12,9.32,85.72,4.96,23.07,76.45,0.48,23.94,50.3,25.76,0.16,0.54,99.3,99.85,0.15
madhya pradesh,panna,Maize,2018,1093,2034,1.86,890.5,0.01,42.86,57.12,9.32,85.72,4.96,23.07,76.45,0.48,23.94,50.3,25.76,0.16,0.54,99.3,99.85,0.15
madhya pradesh,panna,Maize,2019,1387,2515,1.81,1201.3,0.01,42.86,57.12,9.32,85.72,4.96,23.07,76.45,0.48,23.94,50.3,25.76,0.16,0.54,99.3,99.85,0.15
madhya pradesh,panna,Maize,2020,1089,2188,2.01,1061.5,0.01,42.86,57.12,9.32,85.72,4.96,23.07,76.45,0.48,23.94,50.3,25.76,0.16,0.54,99.3,99.85,0.15
madhya pradesh,panna,Maize,2021,635,1434,2.26,874.2,0.01,42.86,57.12,9.32,85.72,4.96,23.07,76.45,0.48,23.94,50.3,25.76,0.16,0.54,99.3,99.85,0.15
madhya pradesh,panna,Maize,2022,876,2155,2.46,1250.3,0.01,42.86,57.12,9.32,85.72,4.96,23.07,76.45,0.48,23.94,50.3,25.76,0.16,0.54,99.3,99.85,0.15
madhya pradesh,raisen,Maize,2012,3553,5464,1.54,1053.1,0,12.3,87.7,4.56,92.75,2.69,29.01,61.57,9.42,6.39,41.57,52.04,0.03,0,99.97,99.93,0.07
madhya pradesh,raisen,Maize,2013,3237,2568,0.79,1601.4,0,12.3,87.7,4.56,92.75,2.69,29.01,61.57,9.42,6.39,41.57,52.04,0.03,0,99.97,99.93,0.07
madhya pradesh,raisen,Maize,2014,17000,26000,1.53,1036.8,0,12.3,87.7,4.56,92.75,2.69,29.01,61.57,9.42,6.39,41.57,52.04,0.03,0,99.97,99.93,0.07
madhya pradesh,raisen,Maize,2015,9000,11000,1.22,1206,0,12.3,87.7,4.56,92.75,2.69,29.01,61.57,9.42,6.39,41.57,52.04,0.03,0,99.97,99.93,0.07
madhya pradesh,raisen,Maize,2016,7000,11000,1.57,1469.8,0,12.3,87.7,4.56,92.75,2.69,29.01,61.57,9.42,6.39,41.57,52.04,0.03,0,99.97,99.93,0.07
madhya pradesh,raisen,Maize,2017,6900,11430,1.66,927.5,0,12.3,87.7,4.56,92.75,2.69,29.01,61.57,9.42,6.39,41.57,52.04,0.03,0,99.97,99.93,0.07
madhya pradesh,raisen,Maize,2018,8425,14614,1.73,1064.8,0,12.3,87.7,4.56,92.75,2.69,29.01,61.57,9.42,6.39,41.57,52.04,0.03,0,99.97,99.93,0.07
madhya pradesh,raisen,Maize,2019,9369,12901,1.38,1939.2,0,12.3,87.7,4.56,92.75,2.69,29.01,61.57,9.42,6.39,41.57,52.04,0.03,0,99.97,99.93,0.07
madhya pradesh,raisen,Maize,2020,7030,12225,1.74,1436.8,0,12.3,87.7,4.56,92.75,2.69,29.01,61.57,9.42,6.39,41.57,52.04,0.03,0,99.97,99.93,0.07
madhya pradesh,raisen,Maize,2021,6735,14750,2.19,1140.1,0,12.3,87.7,4.56,92.75,2.69,29.01,61.57,9.42,6.39,41.57,52.04,0.03,0,99.97,99.93,0.07
madhya pradesh,raisen,Maize,2022,4429,9701,2.19,1750.3,0,12.3,87.7,4.56,92.75,2.69,29.01,61.57,9.42,6.39,41.57,52.04,0.03,0,99.97,99.93,0.07
madhya pradesh,rajgarh,Maize,2012,49670,125032,2.52,988.9,0.12,21.42,78.46,32.17,62.4,5.43,13.6,83.32,3.09,6.83,42.56,50.61,2.15,2.49,95.36,82.72,17.28
madhya pradesh,rajgarh,Maize,2013,41304,19865,0.48,1576,0.12,21.42,78.46,32.17,62.4,5.43,13.6,83.32,3.09,6.83,42.56,50.61,2.15,2.49,95.36,82.72,17.28
madhya pradesh,rajgarh,Maize,2014,32000,73000,2.28,1017.5,0.12,21.42,78.46,32.17,62.4,5.43,13.6,83.32,3.09,6.83,42.56,50.61,2.15,2.49,95.36,82.72,17.28
madhya pradesh,rajgarh,Maize,2015,68000,119000,1.75,1565.4,0.12,21.42,78.46,32.17,62.4,5.43,13.6,83.32,3.09,6.83,42.56,50.61,2.15,2.49,95.36,82.72,17.28
madhya pradesh,rajgarh,Maize,2016,68000,186000,2.74,1377.8,0.12,21.42,78.46,32.17,62.4,5.43,13.6,83.32,3.09,6.83,42.56,50.61,2.15,2.49,95.36,82.72,17.28
madhya pradesh,rajgarh,Maize,2017,63900,201290,3.15,840.6,0.12,21.42,78.46,32.17,62.4,5.43,13.6,83.32,3.09,6.83,42.56,50.61,2.15,2.49,95.36,82.72,17.28
madhya pradesh,rajgarh,Maize,2018,36713,62675,1.71,809,0.12,21.42,78.46,32.17,62.4,5.43,13.6,83.32,3.09,6.83,42.56,50.61,2.15,2.49,95.36,82.72,17.28
madhya pradesh,rajgarh,Maize,2019,39953,47145,1.18,1725,0.12,21.42,78.46,32.17,62.4,5.43,13.6,83.32,3.09,6.83,42.56,50.61,2.15,2.49,95.36,82.72,17.28
madhya pradesh,rajgarh,Maize,2020,45500,72664,1.6,1057.6,0.12,21.42,78.46,32.17,62.4,5.43,13.6,83.32,3.09,6.83,42.56,50.61,2.15,2.49,95.36,82.72,17.28
madhya pradesh,rajgarh,Maize,2021,43991,111912,2.54,1340,0.12,21.42,78.46,32.17,62.4,5.43,13.6,83.32,3.09,6.83,42.56,50.61,2.15,2.49,95.36,82.72,17.28
madhya pradesh,rajgarh,Maize,2022,42311,111870,2.64,1897.5,0.12,21.42,78.46,32.17,62.4,5.43,13.6,83.32,3.09,6.83,42.56,50.61,2.15,2.49,95.36,82.72,17.28
madhya pradesh,ratlam,Maize,2012,48720,178963,3.67,1018.4,0.02,42.18,57.8,21.37,74.2,4.43,23.25,76.06,0.69,30.78,31.99,37.23,1.87,0.06,98.07,98.45,1.55
madhya pradesh,ratlam,Maize,2013,42893,108575,2.53,1353,0.02,42.18,57.8,21.37,74.2,4.43,23.25,76.06,0.69,30.78,31.99,37.23,1.87,0.06,98.07,98.45,1.55
madhya pradesh,ratlam,Maize,2014,38000,79000,2.08,614.3,0.02,42.18,57.8,21.37,74.2,4.43,23.25,76.06,0.69,30.78,31.99,37.23,1.87,0.06,98.07,98.45,1.55
madhya pradesh,ratlam,Maize,2015,42000,95000,2.26,1236.3,0.02,42.18,57.8,21.37,74.2,4.43,23.25,76.06,0.69,30.78,31.99,37.23,1.87,0.06,98.07,98.45,1.55
madhya pradesh,ratlam,Maize,2016,52000,137000,2.63,1353.7,0.02,42.18,57.8,21.37,74.2,4.43,23.25,76.06,0.69,30.78,31.99,37.23,1.87,0.06,98.07,98.45,1.55
madhya pradesh,ratlam,Maize,2017,55500,162000,2.92,978,0.02,42.18,57.8,21.37,74.2,4.43,23.25,76.06,0.69,30.78,31.99,37.23,1.87,0.06,98.07,98.45,1.55
madhya pradesh,ratlam,Maize,2018,6084,24682,4.06,945.7,0.02,42.18,57.8,21.37,74.2,4.43,23.25,76.06,0.69,30.78,31.99,37.23,1.87,0.06,98.07,98.45,1.55
madhya pradesh,ratlam,Maize,2019,18818,31727,1.69,1661,0.02,42.18,57.8,21.37,74.2,4.43,23.25,76.06,0.69,30.78,31.99,37.23,1.87,0.06,98.07,98.45,1.55
madhya pradesh,ratlam,Maize,2020,23000,74198,3.23,1145.6,0.02,42.18,57.8,21.37,74.2,4.43,23.25,76.06,0.69,30.78,31.99,37.23,1.87,0.06,98.07,98.45,1.55
madhya pradesh,ratlam,Maize,2021,25298,92010,3.64,1146.6,0.02,42.18,57.8,21.37,74.2,4.43,23.25,76.06,0.69,30.78,31.99,37.23,1.87,0.06,98.07,98.45,1.55
madhya pradesh,ratlam,Maize,2022,21337,63158,2.96,1261.3,0.02,42.18,57.8,21.37,74.2,4.43,23.25,76.06,0.69,30.78,31.99,37.23,1.87,0.06,98.07,98.45,1.55
madhya pradesh,rewa,Maize,2012,1173,922,0.79,1224.2,0,23.31,76.69,11.34,84.22,4.45,39.03,60.47,0.49,23.53,47.83,28.64,0.23,4.09,95.68,99.97,0.03
madhya pradesh,rewa,Maize,2013,1141,1111,0.97,1479.2,0,23.31,76.69,11.34,84.22,4.45,39.03,60.47,0.49,23.53,47.83,28.64,0.23,4.09,95.68,99.97,0.03
madhya pradesh,rewa,Maize,2014,7000,12000,1.71,957.9,0,23.31,76.69,11.34,84.22,4.45,39.03,60.47,0.49,23.53,47.83,28.64,0.23,4.09,95.68,99.97,0.03
madhya pradesh,rewa,Maize,2015,2000,3000,1.5,803.1,0,23.31,76.69,11.34,84.22,4.45,39.03,60.47,0.49,23.53,47.83,28.64,0.23,4.09,95.68,99.97,0.03
madhya pradesh,rewa,Maize,2016,4000,6000,1.5,1275,0,23.31,76.69,11.34,84.22,4.45,39.03,60.47,0.49,23.53,47.83,28.64,0.23,4.09,95.68,99.97,0.03
madhya pradesh,rewa,Maize,2017,2180,1820,0.83,891.6,0,23.31,76.69,11.34,84.22,4.45,39.03,60.47,0.49,23.53,47.83,28.64,0.23,4.09,95.68,99.97,0.03
madhya pradesh,rewa,Maize,2018,329,581,1.77,928.6,0,23.31,76.69,11.34,84.22,4.45,39.03,60.47,0.49,23.53,47.83,28.64,0.23,4.09,95.68,99.97,0.03
madhya pradesh,rewa,Maize,2019,647,853,1.32,1343.2,0,23.31,76.69,11.34,84.22,4.45,39.03,60.47,0.49,23.53,47.83,28.64,0.23,4.09,95.68,99.97,0.03
madhya pradesh,rewa,Maize,2020,478,688,1.44,1088.8,0,23.31,76.69,11.34,84.22,4.45,39.03,60.47,0.49,23.53,47.83,28.64,0.23,4.09,95.68,99.97,0.03
madhya pradesh,rewa,Maize,2021,276,549,1.99,1160.8,0,23.31,76.69,11.34,84.22,4.45,39.03,60.47,0.49,23.53,47.83,28.64,0.23,4.09,95.68,99.97,0.03
madhya pradesh,rewa,Maize,2022,578,1414,2.45,881.4,0,23.31,76.69,11.34,84.22,4.45,39.03,60.47,0.49,23.53,47.83,28.64,0.23,4.09,95.68,99.97,0.03
madhya pradesh,sagar,Maize,2012,2971,6109,2.06,912.3,2.26,43.75,53.99,18.73,68.39,12.89,7.51,83.31,9.18,31.48,34.74,33.78,0.56,0.65,98.79,91.19,8.81
madhya pradesh,sagar,Maize,2013,2782,1633,0.59,1934.5,2.26,43.75,53.99,18.73,68.39,12.89,7.51,83.31,9.18,31.48,34.74,33.78,0.56,0.65,98.79,91.19,8.81
madhya pradesh,sagar,Maize,2014,8000,14000,1.75,865.5,2.26,43.75,53.99,18.73,68.39,12.89,7.51,83.31,9.18,31.48,34.74,33.78,0.56,0.65,98.79,91.19,8.81
madhya pradesh,sagar,Maize,2015,5000,5000,1,765.7,2.26,43.75,53.99,18.73,68.39,12.89,7.51,83.31,9.18,31.48,34.74,33.78,0.56,0.65,98.79,91.19,8.81
madhya pradesh,sagar,Maize,2016,5000,6000,1.2,1392.9,2.26,43.75,53.99,18.73,68.39,12.89,7.51,83.31,9.18,31.48,34.74,33.78,0.56,0.65,98.79,91.19,8.81
madhya pradesh,sagar,Maize,2017,3600,3780,1.05,884.2,2.26,43.75,53.99,18.73,68.39,12.89,7.51,83.31,9.18,31.48,34.74,33.78,0.56,0.65,98.79,91.19,8.81
madhya pradesh,sagar,Maize,2018,2546,4907,1.93,901.8,2.26,43.75,53.99,18.73,68.39,12.89,7.51,83.31,9.18,31.48,34.74,33.78,0.56,0.65,98.79,91.19,8.81
madhya pradesh,sagar,Maize,2019,5510,12320,2.24,1557.2,2.26,43.75,53.99,18.73,68.39,12.89,7.51,83.31,9.18,31.48,34.74,33.78,0.56,0.65,98.79,91.19,8.81
madhya pradesh,sagar,Maize,2020,5393,12506,2.32,1006.9,2.26,43.75,53.99,18.73,68.39,12.89,7.51,83.31,9.18,31.48,34.74,33.78,0.56,0.65,98.79,91.19,8.81
madhya pradesh,sagar,Maize,2021,13329,36548,2.74,1065.9,2.26,43.75,53.99,18.73,68.39,12.89,7.51,83.31,9.18,31.48,34.74,33.78,0.56,0.65,98.79,91.19,8.81
madhya pradesh,sagar,Maize,2022,26915,79803,2.97,1450.6,2.26,43.75,53.99,18.73,68.39,12.89,7.51,83.31,9.18,31.48,34.74,33.78,0.56,0.65,98.79,91.19,8.81
madhya pradesh,satna,Maize,2012,838,1232,1.47,959.6,0.53,34.61,64.85,33.69,61.61,4.7,36.45,62.32,1.23,29.82,43.21,26.97,0.56,7.11,92.33,99.96,0.04
madhya pradesh,satna,Maize,2013,773,539,0.7,1351.2,0.53,34.61,64.85,33.69,61.61,4.7,36.45,62.32,1.23,29.82,43.21,26.97,0.56,7.11,92.33,99.96,0.04
madhya pradesh,satna,Maize,2014,17000,24000,1.41,808.8,0.53,34.61,64.85,33.69,61.61,4.7,36.45,62.32,1.23,29.82,43.21,26.97,0.56,7.11,92.33,99.96,0.04
madhya pradesh,satna,Maize,2015,3000,6000,2,1081.5,0.53,34.61,64.85,33.69,61.61,4.7,36.45,62.32,1.23,29.82,43.21,26.97,0.56,7.11,92.33,99.96,0.04
madhya pradesh,satna,Maize,2017,4200,7290,1.74,743.3,0.53,34.61,64.85,33.69,61.61,4.7,36.45,62.32,1.23,29.82,43.21,26.97,0.56,7.11,92.33,99.96,0.04
madhya pradesh,satna,Maize,2018,412,538,1.31,784.2,0.53,34.61,64.85,33.69,61.61,4.7,36.45,62.32,1.23,29.82,43.21,26.97,0.56,7.11,92.33,99.96,0.04
madhya pradesh,satna,Maize,2019,554,824,1.49,990.6,0.53,34.61,64.85,33.69,61.61,4.7,36.45,62.32,1.23,29.82,43.21,26.97,0.56,7.11,92.33,99.96,0.04
madhya pradesh,satna,Maize,2020,447,410,0.92,867.1,0.53,34.61,64.85,33.69,61.61,4.7,36.45,62.32,1.23,29.82,43.21,26.97,0.56,7.11,92.33,99.96,0.04
madhya pradesh,satna,Maize,2021,163,233,1.43,936.8,0.53,34.61,64.85,33.69,61.61,4.7,36.45,62.32,1.23,29.82,43.21,26.97,0.56,7.11,92.33,99.96,0.04
madhya pradesh,satna,Maize,2022,395,746,1.89,924.7,0.53,34.61,64.85,33.69,61.61,4.7,36.45,62.32,1.23,29.82,43.21,26.97,0.56,7.11,92.33,99.96,0.04
madhya pradesh,sehore,Maize,2012,7922,20545,2.59,1315,0.05,41.46,58.49,3.16,84.11,12.73,39.8,59.21,0.99,40.8,39.93,19.26,1.25,0.23,98.52,90.9,9.1
madhya pradesh,sehore,Maize,2013,8241,4799,0.58,1480.8,0.05,41.46,58.49,3.16,84.11,12.73,39.8,59.21,0.99,40.8,39.93,19.26,1.25,0.23,98.52,90.9,9.1
madhya pradesh,sehore,Maize,2014,10000,22000,2.2,941.7,0.05,41.46,58.49,3.16,84.11,12.73,39.8,59.21,0.99,40.8,39.93,19.26,1.25,0.23,98.52,90.9,9.1
madhya pradesh,sehore,Maize,2015,8000,15000,1.88,1182.4,0.05,41.46,58.49,3.16,84.11,12.73,39.8,59.21,0.99,40.8,39.93,19.26,1.25,0.23,98.52,90.9,9.1
madhya pradesh,sehore,Maize,2016,12000,19000,1.58,1489.5,0.05,41.46,58.49,3.16,84.11,12.73,39.8,59.21,0.99,40.8,39.93,19.26,1.25,0.23,98.52,90.9,9.1
madhya pradesh,sehore,Maize,2017,11200,27100,2.42,905.5,0.05,41.46,58.49,3.16,84.11,12.73,39.8,59.21,0.99,40.8,39.93,19.26,1.25,0.23,98.52,90.9,9.1
madhya pradesh,sehore,Maize,2018,12101,37878,3.13,892.8,0.05,41.46,58.49,3.16,84.11,12.73,39.8,59.21,0.99,40.8,39.93,19.26,1.25,0.23,98.52,90.9,9.1
madhya pradesh,sehore,Maize,2019,13559,27240,2.01,1842.8,0.05,41.46,58.49,3.16,84.11,12.73,39.8,59.21,0.99,40.8,39.93,19.26,1.25,0.23,98.52,90.9,9.1
madhya pradesh,sehore,Maize,2020,8389,18431,2.2,1456.6,0.05,41.46,58.49,3.16,84.11,12.73,39.8,59.21,0.99,40.8,39.93,19.26,1.25,0.23,98.52,90.9,9.1
madhya pradesh,sehore,Maize,2021,26822,89077,3.32,1084.5,0.05,41.46,58.49,3.16,84.11,12.73,39.8,59.21,0.99,40.8,39.93,19.26,1.25,0.23,98.52,90.9,9.1
madhya pradesh,sehore,Maize,2022,16049,51693,3.22,1664.1,0.05,41.46,58.49,3.16,84.11,12.73,39.8,59.21,0.99,40.8,39.93,19.26,1.25,0.23,98.52,90.9,9.1
madhya pradesh,seoni,Maize,2012,18389,46976,2.55,1118.5,0.03,58.79,41.18,31.51,64.6,3.9,53.29,42.09,4.62,52.23,28.55,19.22,0.71,5.29,94,91.41,8.59
madhya pradesh,seoni,Maize,2013,22047,40521,1.84,1734.7,0.03,58.79,41.18,31.51,64.6,3.9,53.29,42.09,4.62,52.23,28.55,19.22,0.71,5.29,94,91.41,8.59
madhya pradesh,seoni,Maize,2014,20000,72000,3.6,880.2,0.03,58.79,41.18,31.51,64.6,3.9,53.29,42.09,4.62,52.23,28.55,19.22,0.71,5.29,94,91.41,8.59
madhya pradesh,seoni,Maize,2015,72000,252000,3.5,1013.6,0.03,58.79,41.18,31.51,64.6,3.9,53.29,42.09,4.62,52.23,28.55,19.22,0.71,5.29,94,91.41,8.59
madhya pradesh,seoni,Maize,2016,116000,536000,4.62,1236.2,0.03,58.79,41.18,31.51,64.6,3.9,53.29,42.09,4.62,52.23,28.55,19.22,0.71,5.29,94,91.41,8.59
madhya pradesh,seoni,Maize,2017,98200,456630,4.65,907.1,0.03,58.79,41.18,31.51,64.6,3.9,53.29,42.09,4.62,52.23,28.55,19.22,0.71,5.29,94,91.41,8.59
madhya pradesh,seoni,Maize,2018,190441,773282,4.06,811.9,0.03,58.79,41.18,31.51,64.6,3.9,53.29,42.09,4.62,52.23,28.55,19.22,0.71,5.29,94,91.41,8.59
madhya pradesh,seoni,Maize,2019,233932,873736,3.73,1608.1,0.03,58.79,41.18,31.51,64.6,3.9,53.29,42.09,4.62,52.23,28.55,19.22,0.71,5.29,94,91.41,8.59
madhya pradesh,seoni,Maize,2020,197175,663888,3.37,1309.6,0.03,58.79,41.18,31.51,64.6,3.9,53.29,42.09,4.62,52.23,28.55,19.22,0.71,5.29,94,91.41,8.59
madhya pradesh,seoni,Maize,2021,125056,561125,4.49,990.7,0.03,58.79,41.18,31.51,64.6,3.9,53.29,42.09,4.62,52.23,28.55,19.22,0.71,5.29,94,91.41,8.59
madhya pradesh,seoni,Maize,2022,161587,450827,2.79,1568.5,0.03,58.79,41.18,31.51,64.6,3.9,53.29,42.09,4.62,52.23,28.55,19.22,0.71,5.29,94,91.41,8.59
madhya pradesh,shahdol,Maize,2012,11071,18383,1.66,982.9,0.01,5.61,94.38,0.85,61.45,37.69,84.95,14.93,0.12,6.07,34.69,59.24,0.44,14.07,85.5,99.98,0.02
madhya pradesh,shahdol,Maize,2013,10881,16622,1.53,1055.3,0.01,5.61,94.38,0.85,61.45,37.69,84.95,14.93,0.12,6.07,34.69,59.24,0.44,14.07,85.5,99.98,0.02
madhya pradesh,shahdol,Maize,2014,20000,27000,1.35,990.1,0.01,5.61,94.38,0.85,61.45,37.69,84.95,14.93,0.12,6.07,34.69,59.24,0.44,14.07,85.5,99.98,0.02
madhya pradesh,shahdol,Maize,2015,15000,24000,1.6,787.7,0.01,5.61,94.38,0.85,61.45,37.69,84.95,14.93,0.12,6.07,34.69,59.24,0.44,14.07,85.5,99.98,0.02
madhya pradesh,shahdol,Maize,2016,15000,29000,1.93,1162.2,0.01,5.61,94.38,0.85,61.45,37.69,84.95,14.93,0.12,6.07,34.69,59.24,0.44,14.07,85.5,99.98,0.02
madhya pradesh,shahdol,Maize,2017,14200,26820,1.89,743.5,0.01,5.61,94.38,0.85,61.45,37.69,84.95,14.93,0.12,6.07,34.69,59.24,0.44,14.07,85.5,99.98,0.02
madhya pradesh,shahdol,Maize,2018,6685,11977,1.79,886.5,0.01,5.61,94.38,0.85,61.45,37.69,84.95,14.93,0.12,6.07,34.69,59.24,0.44,14.07,85.5,99.98,0.02
madhya pradesh,shahdol,Maize,2019,6621,12361,1.87,977,0.01,5.61,94.38,0.85,61.45,37.69,84.95,14.93,0.12,6.07,34.69,59.24,0.44,14.07,85.5,99.98,0.02
madhya pradesh,shahdol,Maize,2020,7350,13737,1.87,1206.4,0.01,5.61,94.38,0.85,61.45,37.69,84.95,14.93,0.12,6.07,34.69,59.24,0.44,14.07,85.5,99.98,0.02
madhya pradesh,shahdol,Maize,2021,4508,10166,2.26,1139.5,0.01,5.61,94.38,0.85,61.45,37.69,84.95,14.93,0.12,6.07,34.69,59.24,0.44,14.07,85.5,99.98,0.02
madhya pradesh,shahdol,Maize,2022,3620,8163,2.25,1151.4,0.01,5.61,94.38,0.85,61.45,37.69,84.95,14.93,0.12,6.07,34.69,59.24,0.44,14.07,85.5,99.98,0.02
madhya pradesh,shajapur,Maize,2012,32858,66109,2.01,898.9,0.02,29.09,70.88,27.97,69.24,2.78,0.62,74.83,24.55,29.05,29.81,41.13,0.74,0.1,99.16,97.7,2.3
madhya pradesh,shajapur,Maize,2013,10276,11160,1.09,1371.3,0.02,29.09,70.88,27.97,69.24,2.78,0.62,74.83,24.55,29.05,29.81,41.13,0.74,0.1,99.16,97.7,2.3
madhya pradesh,shajapur,Maize,2014,19000,40000,2.11,753.5,0.02,29.09,70.88,27.97,69.24,2.78,0.62,74.83,24.55,29.05,29.81,41.13,0.74,0.1,99.16,97.7,2.3
madhya pradesh,shajapur,Maize,2015,3000,5000,1.67,1578.4,0.02,29.09,70.88,27.97,69.24,2.78,0.62,74.83,24.55,29.05,29.81,41.13,0.74,0.1,99.16,97.7,2.3
madhya pradesh,shajapur,Maize,2016,4000,6000,1.5,1162.8,0.02,29.09,70.88,27.97,69.24,2.78,0.62,74.83,24.55,29.05,29.81,41.13,0.74,0.1,99.16,97.7,2.3
madhya pradesh,shajapur,Maize,2017,4100,6770,1.65,663.2,0.02,29.09,70.88,27.97,69.24,2.78,0.62,74.83,24.55,29.05,29.81,41.13,0.74,0.1,99.16,97.7,2.3
