States,Districts,Crop,Year,Area,Production,Yield
Madhya Pradesh,Ujjain,Maize,2019,1338,1788,1.34
Madhya Pradesh,Ujjain,Maize,2020,1933,3787,1.96
Madhya Pradesh,Ujjain,Maize,2021,853,2254,2.64
Madhya Pradesh,Ujjain,Maize,2022,413,1254,3.04
Madhya Pradesh,Umaria,Maize,2012,9253,13044,1.41
Madhya Pradesh,Umaria,Maize,2013,9236,12180,1.32
Madhya Pradesh,Umaria,Maize,2014,16000,30000,1.88
Madhya Pradesh,Umaria,Maize,2015,11000,28000,2.55
Madhya Pradesh,Umaria,Maize,2016,11000,23000,2.09
Madhya Pradesh,Umaria,Maize,2017,10500,23940,2.28
Madhya Pradesh,Umaria,Maize,2018,6550,13286,2.03
Madhya Pradesh,Umaria,Maize,2019,5540,11961,2.16
Madhya Pradesh,Umaria,Maize,2020,5732,9653,1.68
Madhya Pradesh,Umaria,Maize,2021,4504,9941,2.21
Madhya Pradesh,Umaria,Maize,2022,4727,10792,2.28
Madhya Pradesh,Vidisha,Maize,2012,3567,7981,2.24
Madhya Pradesh,Vidisha,Maize,2013,7050,8204,1.16
Madhya Pradesh,Vidisha,Maize,2014,27000,41000,1.52
Madhya Pradesh,Vidisha,Maize,2015,5000,7000,1.4
Madhya Pradesh,Vidisha,Maize,2016,3000,6000,2
Madhya Pradesh,Vidisha,Maize,2017,5430,11950,2.2
Madhya Pradesh,Vidisha,Maize,2018,1608,2346,1.46
Madhya Pradesh,Vidisha,Maize,2019,1471,2202,1.5
Madhya Pradesh,Vidisha,Maize,2020,1984,4065,2.05
Madhya Pradesh,Vidisha,Maize,2021,5784,14205,2.46
Madhya Pradesh,Vidisha,Maize,2022,5253,12901,2.46
Madhya Pradesh,Balaghat,Ragi,2012,223,64,0.29
Madhya Pradesh,Balaghat,Ragi,2013,220,67,0.3
Madhya Pradesh,Chhindwara,Ragi,2012,76,30,0.39
Madhya Pradesh,Hoshangabad,Ragi,2012,1,,0
Madhya Pradesh,Katni,Ragi,2012,114,33,0.29
Madhya Pradesh,Katni,Ragi,2013,115,125,1.09
Madhya Pradesh,Sagar,Ragi,2012,1,,0
Madhya Pradesh,Sagar,Ragi,2013,1,,0
Madhya Pradesh,Sagar,Ragi,2014,,,0
Madhya Pradesh,Sagar,Ragi,2015,,,0
Madhya Pradesh,Sagar,Ragi,2016,,,0
Madhya Pradesh,Sagar,Ragi,2017,,,0
Madhya Pradesh,Sagar,Ragi,2018,,,0
Madhya Pradesh,Sagar,Ragi,2019,,,0
Madhya Pradesh,Sagar,Ragi,2020,,,0
Madhya Pradesh,Sagar,Ragi,2021,,,0
Madhya Pradesh,Sagar,Ragi,2022,,,0
Madhya Pradesh,Agar malwa,Rice,2013,2,1,0.5
Madhya Pradesh,Agar malwa,Rice,2018,286,286,1
Madhya Pradesh,Agar malwa,Rice,2020,5,2.67,0.53
Madhya Pradesh,Agar malwa,Rice,2022,7,14,2
Madhya Pradesh,Alirajpur,Rice,2012,7082,3857,0.54
Madhya Pradesh,Alirajpur,Rice,2013,6947,4361,0.63
Madhya Pradesh,Alirajpur,Rice,2014,5000,4670,0.93
Madhya Pradesh,Alirajpur,Rice,2015,5000,5330,1.07
Madhya Pradesh,Alirajpur,Rice,2016,5000,5330,1.07
Madhya Pradesh,Alirajpur,Rice,2017,5020,4600,0.92
Madhya Pradesh,Alirajpur,Rice,2018,4443,4381.33,0.99
Madhya Pradesh,Alirajpur,Rice,2019,4646,5502,1.18
Madhya Pradesh,Alirajpur,Rice,2020,4354,5156,1.18
Madhya Pradesh,Alirajpur,Rice,2021,4534,5686,1.25
Madhya Pradesh,Alirajpur,Rice,2022,4985,9876,1.98
Madhya Pradesh,Anuppur,Rice,2012,105693,118574,1.12
Madhya Pradesh,Anuppur,Rice,2013,105066,190548,1.81
Madhya Pradesh,Anuppur,Rice,2014,107000,206670,1.93
Madhya Pradesh,Anuppur,Rice,2015,92000,148000,1.61
Madhya Pradesh,Anuppur,Rice,2016,109000,206660,1.9
Madhya Pradesh,Anuppur,Rice,2017,107200,171440,1.6
Madhya Pradesh,Anuppur,Rice,2018,102416,136084,1.33
Madhya Pradesh,Anuppur,Rice,2019,124947,254430.66,2.04
Madhya Pradesh,Anuppur,Rice,2020,129351,263398.67,2.04
Madhya Pradesh,Anuppur,Rice,2021,135252,203328.66,1.5
Madhya Pradesh,Anuppur,Rice,2022,135881,320000,2.36
Madhya Pradesh,Ashoknagar,Rice,2012,1329,3883,2.92
Madhya Pradesh,Ashoknagar,Rice,2013,1409,2336,1.66
Madhya Pradesh,Ashoknagar,Rice,2014,2000,3330,1.67
Madhya Pradesh,Ashoknagar,Rice,2015,2000,3330,1.67
Madhya Pradesh,Ashoknagar,Rice,2017,3700,5760,1.56
Madhya Pradesh,Ashoknagar,Rice,2018,4646,9321.33,2.01
Madhya Pradesh,Ashoknagar,Rice,2019,8298,23857.33,2.88
Madhya Pradesh,Ashoknagar,Rice,2020,8035,23101.33,2.88
Madhya Pradesh,Ashoknagar,Rice,2021,11512,27706,2.41
Madhya Pradesh,Ashoknagar,Rice,2022,20750,74908,3.61
Madhya Pradesh,Balaghat,Rice,2012,260767,486464,1.87
Madhya Pradesh,Balaghat,Rice,2013,258647,434079,1.68
Madhya Pradesh,Balaghat,Rice,2014,245000,449330,1.83
Madhya Pradesh,Balaghat,Rice,2015,266000,449330,1.69
Madhya Pradesh,Balaghat,Rice,2016,272000,675330,2.48
Madhya Pradesh,Balaghat,Rice,2017,215000,378540,1.76
Madhya Pradesh,Balaghat,Rice,2018,300301,603446,2.01
Madhya Pradesh,Balaghat,Rice,2019,321002,707237.33,2.2
Madhya Pradesh,Balaghat,Rice,2020,310239,683524,2.2
Madhya Pradesh,Balaghat,Rice,2021,301090,588130,1.95
Madhya Pradesh,Balaghat,Rice,2022,306354,897617,2.93
Madhya Pradesh,Barwani,Rice,2012,1158,1213,1.05
Madhya Pradesh,Barwani,Rice,2013,1092,414,0.38
Madhya Pradesh,Barwani,Rice,2014,1000,2000,2
Madhya Pradesh,Barwani,Rice,2015,1000,660,0.66
Madhya Pradesh,Barwani,Rice,2016,1000,660,0.66
Madhya Pradesh,Barwani,Rice,2017,700,426,0.61
Madhya Pradesh,Barwani,Rice,2018,652,210,0.32
Madhya Pradesh,Barwani,Rice,2019,421,166,0.39
Madhya Pradesh,Barwani,Rice,2020,413,163.33,0.4
Madhya Pradesh,Barwani,Rice,2021,302,360.66,1.19
Madhya Pradesh,Barwani,Rice,2022,268,507,1.89
Madhya Pradesh,Betul,Rice,2012,44860,121756,2.71
Madhya Pradesh,Betul,Rice,2013,43844,98853,2.25
Madhya Pradesh,Betul,Rice,2014,47000,105330,2.24
Madhya Pradesh,Betul,Rice,2015,42000,74660,1.78
Madhya Pradesh,Betul,Rice,2016,55000,97330,1.77
Madhya Pradesh,Betul,Rice,2017,45000,79110,1.76
Madhya Pradesh,Betul,Rice,2018,28209,42102,1.49
Madhya Pradesh,Betul,Rice,2019,24178,43842.66,1.81
Madhya Pradesh,Betul,Rice,2020,26985,52530.67,1.95
Madhya Pradesh,Betul,Rice,2021,35486,66713.3,1.88
Madhya Pradesh,Betul,Rice,2022,33807,96349,2.85
Madhya Pradesh,Bhind,Rice,2012,4623,12471,2.7
Madhya Pradesh,Bhind,Rice,2013,4800,20805,4.33
Madhya Pradesh,Bhind,Rice,2014,6000,20670,3.45
Madhya Pradesh,Bhind,Rice,2015,6000,27330,4.56
Madhya Pradesh,Bhind,Rice,2016,7000,15330,2.19
Madhya Pradesh,Bhind,Rice,2017,3000,5760,1.92
Madhya Pradesh,Bhind,Rice,2018,21279,76180,3.58
Madhya Pradesh,Bhind,Rice,2019,25121,111606.66,4.44
Madhya Pradesh,Bhind,Rice,2020,24934,107216,4.3
Madhya Pradesh,Bhind,Rice,2021,19402,64155.33,3.31
Madhya Pradesh,Bhind,Rice,2022,25407,109708,4.32
Madhya Pradesh,Bhopal,Rice,2012,683,776,1.14
Madhya Pradesh,Bhopal,Rice,2013,522,678,1.3
Madhya Pradesh,Bhopal,Rice,2014,11000,28000,2.55
Madhya Pradesh,Bhopal,Rice,2015,9000,22000,2.44
Madhya Pradesh,Bhopal,Rice,2017,8950,5650,0.63
Madhya Pradesh,Bhopal,Rice,2018,12920,12083.33,0.94
Madhya Pradesh,Bhopal,Rice,2019,14503,17652,1.22
Madhya Pradesh,Bhopal,Rice,2020,11701,19580,1.67
Madhya Pradesh,Bhopal,Rice,2021,23844,36720,1.54
Madhya Pradesh,Bhopal,Rice,2022,23641,84872,3.59
Madhya Pradesh,Burhanpur,Rice,2012,904,1507,1.67
Madhya Pradesh,Burhanpur,Rice,2013,919,909,0.99
Madhya Pradesh,Burhanpur,Rice,2017,400,330,0.83
Madhya Pradesh,Burhanpur,Rice,2018,1044,1270,1.22
Madhya Pradesh,Burhanpur,Rice,2019,898,1548,1.72
Madhya Pradesh,Burhanpur,Rice,2020,874,1506.67,1.72
Madhya Pradesh,Burhanpur,Rice,2021,875,1212,1.39
Madhya Pradesh,Burhanpur,Rice,2022,535,1054,1.97
Madhya Pradesh,Chhatarpur,Rice,2012,5791,2167,0.37
Madhya Pradesh,Chhatarpur,Rice,2013,5369,4745,0.88
Madhya Pradesh,Chhatarpur,Rice,2014,10000,8670,0.87
Madhya Pradesh,Chhatarpur,Rice,2015,8000,2660,0.33
Madhya Pradesh,Chhatarpur,Rice,2016,8000,8660,1.08
Madhya Pradesh,Chhatarpur,Rice,2017,6330,2980,0.47
Madhya Pradesh,Chhatarpur,Rice,2018,2039,1647.33,0.81
Madhya Pradesh,Chhatarpur,Rice,2019,1554,1677.33,1.08
Madhya Pradesh,Chhatarpur,Rice,2020,1881,2520.67,1.34
Madhya Pradesh,Chhatarpur,Rice,2021,1475,2040,1.38
Madhya Pradesh,Chhatarpur,Rice,2022,1779,3576,2.01
Madhya Pradesh,Chhindwara,Rice,2012,13938,38372,2.75
Madhya Pradesh,Chhindwara,Rice,2013,13808,28052,2.03
Madhya Pradesh,Chhindwara,Rice,2014,20000,48000,2.4
Madhya Pradesh,Chhindwara,Rice,2015,31000,58000,1.87
Madhya Pradesh,Chhindwara,Rice,2016,35000,53330,1.52
Madhya Pradesh,Chhindwara,Rice,2017,34010,42060,1.24
Madhya Pradesh,Chhindwara,Rice,2018,14639,15620,1.07
Madhya Pradesh,Chhindwara,Rice,2019,12150,19396.66,1.6
Madhya Pradesh,Chhindwara,Rice,2020,15291,24411.33,1.6
Madhya Pradesh,Chhindwara,Rice,2021,35631,69837.33,1.96
Madhya Pradesh,Chhindwara,Rice,2022,35664,104852,2.94
Madhya Pradesh,Damoh,Rice,2012,56299,55933,0.99
Madhya Pradesh,Damoh,Rice,2013,55634,62313,1.12
Madhya Pradesh,Damoh,Rice,2014,66000,70670,1.07
Madhya Pradesh,Damoh,Rice,2015,73000,86660,1.19
Madhya Pradesh,Damoh,Rice,2016,80000,150000,1.88
Madhya Pradesh,Damoh,Rice,2017,75700,126160,1.67
Madhya Pradesh,Damoh,Rice,2018,76526,81774,1.07
Madhya Pradesh,Damoh,Rice,2019,77713,103630,1.33
Madhya Pradesh,Damoh,Rice,2020,87252,116350,1.33
Madhya Pradesh,Damoh,Rice,2021,100977,160216.66,1.59
Madhya Pradesh,Damoh,Rice,2022,91167,345067,3.78
Madhya Pradesh,Datia,Rice,2012,8077,16534,2.05
Madhya Pradesh,Datia,Rice,2013,12141,13898,1.14
Madhya Pradesh,Datia,Rice,2014,30000,29330,0.98
Madhya Pradesh,Datia,Rice,2015,14000,24000,1.71
Madhya Pradesh,Datia,Rice,2016,17000,36660,2.16
Madhya Pradesh,Datia,Rice,2017,16600,30180,1.82
Madhya Pradesh,Datia,Rice,2018,44552,61147.33,1.37
Madhya Pradesh,Datia,Rice,2019,65110,96966.66,1.49
Madhya Pradesh,Datia,Rice,2020,74624,131338,1.76
Madhya Pradesh,Datia,Rice,2021,79564,124119.33,1.56
Madhya Pradesh,Datia,Rice,2022,86457,213549,2.47
Madhya Pradesh,Dewas,Rice,2012,143,120,0.84
Madhya Pradesh,Dewas,Rice,2013,113,76,0.67
Madhya Pradesh,Dewas,Rice,2014,1000,670,0.67
Madhya Pradesh,Dewas,Rice,2017,100,73,0.73
Madhya Pradesh,Dewas,Rice,2018,20,23.33,1.17
Madhya Pradesh,Dewas,Rice,2019,3,4,1.33
Madhya Pradesh,Dewas,Rice,2020,6,8.67,1.45
Madhya Pradesh,Dewas,Rice,2021,106,151.33,1.43
Madhya Pradesh,Dewas,Rice,2022,80,171,2.14
Madhya Pradesh,Dhar,Rice,2012,764,656,0.86
Madhya Pradesh,Dhar,Rice,2013,664,500,0.75
Madhya Pradesh,Dhar,Rice,2014,1000,670,0.67
Madhya Pradesh,Dhar,Rice,2015,1000,528,0.53
Madhya Pradesh,Dhar,Rice,2017,230,213,0.93
Madhya Pradesh,Dhar,Rice,2018,131,75.33,0.58
Madhya Pradesh,Dhar,Rice,2019,137,106,0.77
Madhya Pradesh,Dhar,Rice,2020,95,73.33,0.77
Madhya Pradesh,Dhar,Rice,2021,11,14.66,1.33
Madhya Pradesh,Dhar,Rice,2022,16,29,1.81
Madhya Pradesh,Dindori,Rice,2012,81710,126115,1.54
Madhya Pradesh,Dindori,Rice,2013,81182,124803,1.54
Madhya Pradesh,Dindori,Rice,2014,80000,142000,1.78
Madhya Pradesh,Dindori,Rice,2015,83000,107330,1.29
Madhya Pradesh,Dindori,Rice,2016,84000,122660,1.46
Madhya Pradesh,Dindori,Rice,2017,78800,123450,1.57
Madhya Pradesh,Dindori,Rice,2018,101427,176705.33,1.74
Madhya Pradesh,Dindori,Rice,2019,119720,208670,1.74
Madhya Pradesh,Dindori,Rice,2020,136279,268015.33,1.97
Madhya Pradesh,Dindori,Rice,2021,138847,204567.33,1.47
Madhya Pradesh,Dindori,Rice,2022,159580,352672,2.21
Madhya Pradesh,Guna,Rice,2012,542,639,1.18
Madhya Pradesh,Guna,Rice,2013,512,826,1.61
Madhya Pradesh,Guna,Rice,2014,1000,3330,3.33
Madhya Pradesh,Guna,Rice,2015,2000,2660,1.33
Madhya Pradesh,Guna,Rice,2017,1990,3320,1.67
Madhya Pradesh,Guna,Rice,2018,1606,2347.33,1.46
Madhya Pradesh,Guna,Rice,2019,3164,5454.6,1.72
Madhya Pradesh,Guna,Rice,2020,2678,4617.33,1.72
Madhya Pradesh,Guna,Rice,2021,4204,9804,2.33
Madhya Pradesh,Guna,Rice,2022,8991,32008,3.56
Madhya Pradesh,Gwalior,Rice,2012,49164,89431,1.82
Madhya Pradesh,Gwalior,Rice,2013,57509,135088,2.35
Madhya Pradesh,Gwalior,Rice,2014,49000,111330,2.27
Madhya Pradesh,Gwalior,Rice,2015,53000,154000,2.91
Madhya Pradesh,Gwalior,Rice,2016,58000,95330,1.64
Madhya Pradesh,Gwalior,Rice,2017,8900,25930,2.91
Madhya Pradesh,Gwalior,Rice,2018,62168,169531.33,2.73
Madhya Pradesh,Gwalior,Rice,2019,90668,279190,3.08
Madhya Pradesh,Gwalior,Rice,2020,106715,328602.67,3.08
Madhya Pradesh,Gwalior,Rice,2021,103289,295406.66,2.86
Madhya Pradesh,Gwalior,Rice,2022,108001,479848,4.44
Madhya Pradesh,Harda,Rice,2012,725,2052,2.83
Madhya Pradesh,Harda,Rice,2013,859,1257,1.46
Madhya Pradesh,Harda,Rice,2014,7000,12000,1.71
Madhya Pradesh,Harda,Rice,2015,3000,4660,1.55
Madhya Pradesh,Harda,Rice,2017,1800,820,0.46
Madhya Pradesh,Harda,Rice,2018,1915,1076,0.56
Madhya Pradesh,Harda,Rice,2019,1253,1680.66,1.34
Madhya Pradesh,Harda,Rice,2020,1266,1698,1.34
Madhya Pradesh,Harda,Rice,2021,7289,16998,2.33
Madhya Pradesh,Harda,Rice,2022,6620,23155,3.5
Madhya Pradesh,Hoshangabad,Rice,2012,29322,194687,6.64
Madhya Pradesh,Hoshangabad,Rice,2013,40939,64662,1.58
Madhya Pradesh,Hoshangabad,Rice,2014,96000,178670,1.86
Madhya Pradesh,Hoshangabad,Rice,2015,108000,314000,2.91
Madhya Pradesh,Hoshangabad,Rice,2016,122000,280660,2.3
Madhya Pradesh,Hoshangabad,Rice,2017,134000,310160,2.31
Madhya Pradesh,Hoshangabad,Rice,2018,133280,335548,2.52
Madhya Pradesh,Hoshangabad,Rice,2019,147040,428104.66,2.91
Madhya Pradesh,Hoshangabad,Rice,2020,154781,450642,2.91
Madhya Pradesh,Hoshangabad,Rice,2021,201287,590440.66,2.93
Madhya Pradesh,Hoshangabad,Rice,2022,237086,1019470,4.3
Madhya Pradesh,Indore,Rice,2012,4,4,1
Madhya Pradesh,Indore,Rice,2013,5,2,0.4
Madhya Pradesh,Indore,Rice,2018,1,1.33,1.33
Madhya Pradesh,Indore,Rice,2019,1,1.33,1.33
Madhya Pradesh,Indore,Rice,2020,12,12.67,1.06
Madhya Pradesh,Indore,Rice,2021,65,106.66,1.64
Madhya Pradesh,Indore,Rice,2022,16,38,2.38
Madhya Pradesh,Jabalpur,Rice,2012,81619,169606,2.08
Madhya Pradesh,Jabalpur,Rice,2013,81546,76621,0.94
Madhya Pradesh,Jabalpur,Rice,2014,80000,86670,1.08
Madhya Pradesh,Jabalpur,Rice,2015,94000,86660,0.92
Madhya Pradesh,Jabalpur,Rice,2016,115000,322660,2.81
Madhya Pradesh,Jabalpur,Rice,2017,109000,271620,2.49
Madhya Pradesh,Jabalpur,Rice,2018,151818,210609.33,1.39
Madhya Pradesh,Jabalpur,Rice,2019,165591,426947.33,2.58
Madhya Pradesh,Jabalpur,Rice,2020,180140,464459.33,2.58
Madhya Pradesh,Jabalpur,Rice,2021,186169,522267.33,2.81
Madhya Pradesh,Jabalpur,Rice,2022,181663,673606,3.71
Madhya Pradesh,Jhabua,Rice,2012,11896,5784,0.49
Madhya Pradesh,Jhabua,Rice,2013,11867,19964,1.68
Madhya Pradesh,Jhabua,Rice,2014,11000,6670,0.61
Madhya Pradesh,Jhabua,Rice,2015,10000,6000,0.6
Madhya Pradesh,Jhabua,Rice,2016,12000,14660,1.22
Madhya Pradesh,Jhabua,Rice,2017,8370,11760,1.41
Madhya Pradesh,Jhabua,Rice,2018,5568,3809.33,0.68
Madhya Pradesh,Jhabua,Rice,2019,4992,5268.66,1.06
Madhya Pradesh,Jhabua,Rice,2020,5395,5694,1.06
Madhya Pradesh,Jhabua,Rice,2021,4289,4812,1.12
Madhya Pradesh,Jhabua,Rice,2022,4024,7927,1.97
Madhya Pradesh,Katni,Rice,2012,100509,123295,1.23
Madhya Pradesh,Katni,Rice,2013,107140,287742,2.69
Madhya Pradesh,Katni,Rice,2014,99000,141330,1.43
Madhya Pradesh,Katni,Rice,2015,75000,110660,1.48
Madhya Pradesh,Katni,Rice,2016,110000,330000,3
Madhya Pradesh,Katni,Rice,2017,101200,254550,2.52
Madhya Pradesh,Katni,Rice,2018,164148,385000,2.35
Madhya Pradesh,Katni,Rice,2019,175034,526383.33,3.01
Madhya Pradesh,Katni,Rice,2020,193961,583302.67,3.01
Madhya Pradesh,Katni,Rice,2021,198166,514438,2.6
Madhya Pradesh,Katni,Rice,2022,122956,484447,3.94
Madhya Pradesh,Khandwa,Rice,2012,4195,6215,1.48
Madhya Pradesh,Khandwa,Rice,2013,3964,3009,0.76
Madhya Pradesh,Khandwa,Rice,2014,8000,10000,1.25
Madhya Pradesh,Khandwa,Rice,2015,7000,3330,0.48
Madhya Pradesh,Khandwa,Rice,2016,8000,7330,0.92
Madhya Pradesh,Khandwa,Rice,2017,5300,2690,0.51
Madhya Pradesh,Khandwa,Rice,2018,3453,3499.33,1.01
Madhya Pradesh,Khandwa,Rice,2019,3468,2562,0.74
Madhya Pradesh,Khandwa,Rice,2020,3137,3137.33,1
Madhya Pradesh,Khandwa,Rice,2021,3436,4192,1.22
Madhya Pradesh,Khandwa,Rice,2022,2035,3928,1.93
Madhya Pradesh,Khargone,Rice,2012,1934,1256,0.65
Madhya Pradesh,Khargone,Rice,2013,1735,803,0.46
Madhya Pradesh,Khargone,Rice,2014,1000,2000,2
Madhya Pradesh,Khargone,Rice,2015,1000,382,0.38
Madhya Pradesh,Khargone,Rice,2017,400,140,0.35
Madhya Pradesh,Khargone,Rice,2018,215,230,1.07
Madhya Pradesh,Khargone,Rice,2019,98,104.66,1.07
Madhya Pradesh,Khargone,Rice,2020,71,76,1.07
Madhya Pradesh,Khargone,Rice,2021,10,12,1.2
Madhya Pradesh,Khargone,Rice,2022,40,73,1.83
Madhya Pradesh,Mandla,Rice,2012,128731,86568,0.67
Madhya Pradesh,Mandla,Rice,2013,131499,117351,0.89
Madhya Pradesh,Mandla,Rice,2014,129000,132000,1.02
Madhya Pradesh,Mandla,Rice,2015,132000,266000,2.02
Madhya Pradesh,Mandla,Rice,2016,143000,318000,2.22
Madhya Pradesh,Mandla,Rice,2017,136300,566000,4.15
Madhya Pradesh,Mandla,Rice,2018,148099,223697.33,1.51
Madhya Pradesh,Mandla,Rice,2019,182611,352748,1.93
Madhya Pradesh,Mandla,Rice,2020,187791,363062.67,1.93
Madhya Pradesh,Mandla,Rice,2021,186955,377648,2.02
Madhya Pradesh,Mandla,Rice,2022,194475,603845,3.11
Madhya Pradesh,Mandsaur,Rice,2018,8,4,0.5
Madhya Pradesh,Mandsaur,Rice,2019,3,1.33,0.44
Madhya Pradesh,Mandsaur,Rice,2020,43,15.33,0.36
Madhya Pradesh,Mandsaur,Rice,2021,13,16,1.23
Madhya Pradesh,Mandsaur,Rice,2022,8,15,1.88
Madhya Pradesh,Morena,Rice,2012,235,729,3.1
Madhya Pradesh,Morena,Rice,2013,540,1052,1.95
Madhya Pradesh,Morena,Rice,2014,1000,3330,3.33
Madhya Pradesh,Morena,Rice,2015,1000,4000,4
Madhya Pradesh,Morena,Rice,2017,1400,3400,2.43
Madhya Pradesh,Morena,Rice,2018,5803,11639.33,2.01
Madhya Pradesh,Morena,Rice,2019,8855,21688,2.45
Madhya Pradesh,Morena,Rice,2020,8028,19662.67,2.45
Madhya Pradesh,Morena,Rice,2021,4445,11972,2.69
Madhya Pradesh,Morena,Rice,2022,4333,17505,4.04
Madhya Pradesh,Narsinghpur,Rice,2012,12914,17213,1.33
Madhya Pradesh,Narsinghpur,Rice,2013,18364,24989,1.36
Madhya Pradesh,Narsinghpur,Rice,2014,18000,25330,1.41
Madhya Pradesh,Narsinghpur,Rice,2015,34000,93330,2.75
Madhya Pradesh,Narsinghpur,Rice,2016,55000,154660,2.81
Madhya Pradesh,Narsinghpur,Rice,2017,38600,180130,4.67
Madhya Pradesh,Narsinghpur,Rice,2018,55924,102012,1.82
Madhya Pradesh,Narsinghpur,Rice,2019,61702,130195.33,2.11
Madhya Pradesh,Narsinghpur,Rice,2020,71490,150848.67,2.11
Madhya Pradesh,Narsinghpur,Rice,2021,82720,158932.66,1.92
Madhya Pradesh,Narsinghpur,Rice,2022,87429,340011,3.89
Madhya Pradesh,Neemuch,Rice,2012,43,23,0.53
Madhya Pradesh,Neemuch,Rice,2013,38,14,0.37
Madhya Pradesh,Neemuch,Rice,2018,263,78,0.3
Madhya Pradesh,Neemuch,Rice,2019,160,54.66,0.34
Madhya Pradesh,Neemuch,Rice,2020,607,206,0.34
Madhya Pradesh,Neemuch,Rice,2021,165,211.33,1.28
Madhya Pradesh,Neemuch,Rice,2022,164,213,1.3
Madhya Pradesh,Niwari,Rice,2020,102,81.33,0.8
Madhya Pradesh,Niwari,Rice,2021,128,145.33,1.14
Madhya Pradesh,Niwari,Rice,2022,224,435,1.94
Madhya Pradesh,Panna,Rice,2012,63640,64908,1.02
Madhya Pradesh,Panna,Rice,2013,80645,91512,1.13
Madhya Pradesh,Panna,Rice,2014,56000,76670,1.37
Madhya Pradesh,Panna,Rice,2015,55000,17330,0.32
Madhya Pradesh,Panna,Rice,2016,69000,179330,2.6
Madhya Pradesh,Panna,Rice,2017,58400,140200,2.4
Madhya Pradesh,Panna,Rice,2018,76286,84359.33,1.11
Madhya Pradesh,Panna,Rice,2019,78261,141443.33,1.81
Madhya Pradesh,Panna,Rice,2020,109304,212122.67,1.94
Madhya Pradesh,Panna,Rice,2021,127863,245667.33,1.92
Madhya Pradesh,Panna,Rice,2022,122244,384457,3.14
Madhya Pradesh,Raisen,Rice,2012,35335,45383,1.28
Madhya Pradesh,Raisen,Rice,2013,62686,54136,0.86
Madhya Pradesh,Raisen,Rice,2014,137000,342670,2.5
Madhya Pradesh,Raisen,Rice,2015,99000,229330,2.32
Madhya Pradesh,Raisen,Rice,2016,135000,304660,2.26
Madhya Pradesh,Raisen,Rice,2017,112000,236840,2.11
Madhya Pradesh,Raisen,Rice,2018,177125,418496,2.36
Madhya Pradesh,Raisen,Rice,2019,197944,417285.33,2.11
Madhya Pradesh,Raisen,Rice,2020,170384,370528.67,2.17
Madhya Pradesh,Raisen,Rice,2021,246286,560712,2.28
Madhya Pradesh,Raisen,Rice,2022,285453,1016498,3.56
Madhya Pradesh,Rajgarh,Rice,2012,415,336,0.81
Madhya Pradesh,Rajgarh,Rice,2013,364,236,0.65
Madhya Pradesh,Rajgarh,Rice,2014,1000,670,0.67
Madhya Pradesh,Rajgarh,Rice,2015,1000,1330,1.33
Madhya Pradesh,Rajgarh,Rice,2016,1000,2660,2.66
Madhya Pradesh,Rajgarh,Rice,2017,1150,746,0.65
Madhya Pradesh,Rajgarh,Rice,2018,21,25.33,1.21
Madhya Pradesh,Rajgarh,Rice,2019,6,9.33,1.56
Madhya Pradesh,Rajgarh,Rice,2020,8,12.67,1.58
Madhya Pradesh,Rajgarh,Rice,2021,98,157.33,1.61
Madhya Pradesh,Rajgarh,Rice,2022,259,598,2.31
Madhya Pradesh,Ratlam,Rice,2012,1356,1554,1.15
Madhya Pradesh,Ratlam,Rice,2013,1293,1546,1.2
Madhya Pradesh,Ratlam,Rice,2016,1000,660,0.66
Madhya Pradesh,Ratlam,Rice,2018,162,87.33,0.54
Madhya Pradesh,Ratlam,Rice,2019,145,90.66,0.63
Madhya Pradesh,Ratlam,Rice,2020,134,83.33,0.62
Madhya Pradesh,Ratlam,Rice,2021,22,30,1.36
Madhya Pradesh,Ratlam,Rice,2022,37,77,2.08
Madhya Pradesh,Rewa,Rice,2012,123510,199651,1.62
Madhya Pradesh,Rewa,Rice,2013,119623,214112,1.79
Madhya Pradesh,Rewa,Rice,2014,136000,246000,1.81
Madhya Pradesh,Rewa,Rice,2015,121000,118660,0.98
Madhya Pradesh,Rewa,Rice,2016,126000,352000,2.79
Madhya Pradesh,Rewa,Rice,2017,121300,625900,5.16
Madhya Pradesh,Rewa,Rice,2018,230346,443550,1.93
Madhya Pradesh,Rewa,Rice,2019,251894,680354.66,2.7
Madhya Pradesh,Rewa,Rice,2020,299099,807853.33,2.7
Madhya Pradesh,Rewa,Rice,2021,323983,892248.66,2.75
Madhya Pradesh,Rewa,Rice,2022,280363,1117807,3.99
Madhya Pradesh,Sagar,Rice,2012,5258,3329,0.63
Madhya Pradesh,Sagar,Rice,2013,4776,2092,0.44
Madhya Pradesh,Sagar,Rice,2014,5000,5330,1.07
Madhya Pradesh,Sagar,Rice,2015,7000,2000,0.29
Madhya Pradesh,Sagar,Rice,2016,6000,6000,1
Madhya Pradesh,Sagar,Rice,2017,5060,5690,1.12
Madhya Pradesh,Sagar,Rice,2018,7177,7644,1.07
Madhya Pradesh,Sagar,Rice,2019,7185,10894,1.52
Madhya Pradesh,Sagar,Rice,2020,12483,21720.67,1.74
Madhya Pradesh,Sagar,Rice,2021,56313,98397.33,1.75
Madhya Pradesh,Sagar,Rice,2022,54558,142669,2.61
Madhya Pradesh,Satna,Rice,2012,85378,197668,2.32
Madhya Pradesh,Satna,Rice,2013,82067,188564,2.3
