States,District,Districts,Year,Annual Rainfall
Madhya Pradesh,Alirajpur,Alirajpur,2020,978.2
Madhya Pradesh,Ashoknagar,Ashoknagar,2020,1000.8
Madhya Pradesh,Barwani,Barwani,2020,889.9
Madhya Pradesh,Betul,Betul,2020,1260.8
Madhya Pradesh,Bhind,Bhind,2020,609.3
Madhya Pradesh,Bhopal,Bhopal,2020,1354.1
Madhya Pradesh,Burhanpur,Burhanpur,2020,896.5
Madhya Pradesh,Datia,Datia,2020,643
Madhya Pradesh,Dewas,Dewas,2020,1409.9
Madhya Pradesh,Dhar,Dhar,2020,902.5
Madhya Pradesh,Guna,Guna,2020,902.2
Madhya Pradesh,Gwalior,Gwalior,2020,651.6
Madhya Pradesh,Harda,Harda,2020,1202.8
Madhya Pradesh,Hoshangabad,Hoshangabad,2020,1356
Madhya Pradesh,Indore,Indore,2020,1268.6
Madhya Pradesh,Jhabua,Jhabua,2020,1032.6
Madhya Pradesh,Khandwa,Khandwa,2020,1047.1
Madhya Pradesh,Khargone,Khargone,2020,871.4
Madhya Pradesh,Mandsaur,Mandsaur,2020,643
Madhya Pradesh,Morena,Morena,2020,635
Madhya Pradesh,Neemuch,Neemuch,2020,752
Madhya Pradesh,Raisen,Raisen,2020,1436.8
Madhya Pradesh,Rajgarh,Rajgarh,2020,1057.6
Madhya Pradesh,Ratlam,Ratlam,2020,1145.6
Madhya Pradesh,Sehore,Sehore,2020,1456.6
Madhya Pradesh,Shajapur,Shajapur,2020,1120.7
Madhya Pradesh,Sheopur,Sheopur,2020,643.1
Madhya Pradesh,Shivpuri,Shivpuri,2020,855.6
Madhya Pradesh,Ujjain,Ujjain,2020,1136.3
Madhya Pradesh,Vidisha,Vidisha,2020,1121.5
Madhya Pradesh,Agar-Malwa,Agar-Malwa,2021,1351.3
Madhya Pradesh,Alirajpur,Alirajpur,2021,1092.4
Madhya Pradesh,Anuppur,Anuppur,2021,1329.1
Madhya Pradesh,Ashoknagar,Ashoknagar,2021,1304
Madhya Pradesh,Balaghat,Balaghat,2021,1121.3
Madhya Pradesh,Barwani,Barwani,2021,755
Madhya Pradesh,Betul,Betul,2021,1191.1
Madhya Pradesh,Bhind,Bhind,2021,1015.1
Madhya Pradesh,Bhopal,Bhopal,2021,1147.1
Madhya Pradesh,Burhanpur,Burhanpur,2021,935.1
Madhya Pradesh,Chhatarpur,Chhatarpur,2021,841.5
Madhya Pradesh,Chhindwara,Chhindwara,2021,1106.3
Madhya Pradesh,Damoh,Damoh,2021,783.3
Madhya Pradesh,Datia,Datia,2021,896.4
Madhya Pradesh,Dewas,Dewas,2021,1060.8
Madhya Pradesh,Dindori,Dindori,2021,1275.9
Madhya Pradesh,Dhar,Dhar,2021,775.7
Madhya Pradesh,Guna,Guna,2021,1827.3
Madhya Pradesh,Gwalior,Gwalior,2021,874.3
Madhya Pradesh,Harda,Harda,2021,1019.6
Madhya Pradesh,Hoshangabad,Hoshangabad,2021,1119.4
Madhya Pradesh,Indore,Indore,2021,1036.1
Madhya Pradesh,Jabalpur,Jabalpur,2021,846.3
Madhya Pradesh,Jhabua,Jhabua,2021,912.7
Madhya Pradesh,Katni,Katni,2021,828.2
Madhya Pradesh,Khandwa,Khandwa,2021,949.5
Madhya Pradesh,Khargone,Khargone,2021,679.6
Madhya Pradesh,Mandla,Mandla,2021,1189.5
Madhya Pradesh,Mandsaur,Mandsaur,2021,1047.3
Madhya Pradesh,Morena,Morena,2021,777
Madhya Pradesh,Narsinghpur,Narsinghpur,2021,943
Madhya Pradesh,Neemuch,Neemuch,2021,1351.6
Madhya Pradesh,Niwari,Niwari,2021,1223.3
Madhya Pradesh,Panna,Panna,2021,874.2
Madhya Pradesh,Raisen,Raisen,2021,1140.1
Madhya Pradesh,Rajgarh,Rajgarh,2021,1340
Madhya Pradesh,Ratlam,Ratlam,2021,1146.6
Madhya Pradesh,Rewa,Rewa,2021,1160.8
Madhya Pradesh,Sagar,Sagar,2021,1065.9
Madhya Pradesh,Satna,Satna,2021,936.8
Madhya Pradesh,Sehore,Sehore,2021,1084.5
Madhya Pradesh,Seoni,Seoni,2021,990.7
Madhya Pradesh,Shahdol,Shahdol,2021,1139.5
Madhya Pradesh,Shajapur,Shajapur,2021,1189.3
Madhya Pradesh,Sheopur,Sheopur,2021,1621.6
Madhya Pradesh,Shivpuri,Shivpuri,2021,1453.5
Madhya Pradesh,Sidhi,Sidhi,2021,1146
Madhya Pradesh,Singrauli,Singrauli,2021,1440.5
Madhya Pradesh,Tikamgarh,Tikamgarh,2021,863.8
Madhya Pradesh,Ujjain,Ujjain,2021,1147.3
Madhya Pradesh,Umaria,Umaria,2021,1130.9
Madhya Pradesh,Vidisha,Vidisha,2021,1335.6
Madhya Pradesh,Agar-Malwa,Agar-Malwa,2022,1553.6
Madhya Pradesh,Alirajpur,Alirajpur,2022,791.6
Madhya Pradesh,Anuppur,Anuppur,2022,1388.1
Madhya Pradesh,Ashoknagar,Ashoknagar,2022,1348.6
Madhya Pradesh,Balaghat,Balaghat,2022,1653.2
Madhya Pradesh,Barwani,Barwani,2022,831.2
Madhya Pradesh,Betul,Betul,2022,1725.9
Madhya Pradesh,Bhind,Bhind,2022,918.5
Madhya Pradesh,Bhopal,Bhopal,2022,1940.9
Madhya Pradesh,Burhanpur,Burhanpur,2022,1273.9
Madhya Pradesh,Chhatarpur,Chhatarpur,2022,1178.7
Madhya Pradesh,Chhindwara,Chhindwara,2022,1690.1
Madhya Pradesh,Damoh,Damoh,2022,1168.6
Madhya Pradesh,Datia,Datia,2022,751.2
Madhya Pradesh,Dewas,Dewas,2022,1453.6
Madhya Pradesh,Dindori,Dindori,2022,1265.3
Madhya Pradesh,Dhar,Dhar,2022,854.6
Madhya Pradesh,Guna,Guna,2022,1765.9
Madhya Pradesh,Gwalior,Gwalior,2022,852.5
Madhya Pradesh,Harda,Harda,2022,1511.3
Madhya Pradesh,Indore,Indore,2022,1178
Madhya Pradesh,Jabalpur,Jabalpur,2022,1305.7
Madhya Pradesh,Jhabua,Jhabua,2022,776.9
Madhya Pradesh,Katni,Katni,2022,1028.5
Madhya Pradesh,Khandwa,Khandwa,2022,1120.8
Madhya Pradesh,Khargone,Khargone,2022,901.2
Madhya Pradesh,Mandla,Mandla,2022,1570.4
Madhya Pradesh,Mandsaur,Mandsaur,2022,1125.4
Madhya Pradesh,Morena,Morena,2022,861.9
Madhya Pradesh,Narmadapuram,Narmadapuram,2022,1883.3
Madhya Pradesh,Narsinghpur,Narsinghpur,2022,1399.1
Madhya Pradesh,Neemuch,Neemuch,2022,1251.7
Madhya Pradesh,Niwari,Niwari,2022,1194.7
Madhya Pradesh,Panna,Panna,2022,1250.3
Madhya Pradesh,Raisen,Raisen,2022,1750.3
Madhya Pradesh,Rajgarh,Rajgarh,2022,1897.5
Madhya Pradesh,Ratlam,Ratlam,2022,1261.3
Madhya Pradesh,Rewa,Rewa,2022,881.4
Madhya Pradesh,Sagar,Sagar,2022,1450.6
Madhya Pradesh,Satna,Satna,2022,924.7
Madhya Pradesh,Sehore,Sehore,2022,1664.1
Madhya Pradesh,Seoni,Seoni,2022,1568.5
Madhya Pradesh,Shahdol,Shahdol,2022,1151.4
Madhya Pradesh,Shajapur,Shajapur,2022,1462.1
Madhya Pradesh,Sheopur,Sheopur,2022,1182.8
Madhya Pradesh,Shivpuri,Shivpuri,2022,1193.7
Madhya Pradesh,Sidhi,Sidhi,2022,966.7
Madhya Pradesh,Singrauli,Singrauli,2022,939
Madhya Pradesh,Tikamgarh,Tikamgarh,2022,963.6
Madhya Pradesh,Ujjain,Ujjain,2022,1201.6
Madhya Pradesh,Umaria,Umaria,2022,1172.1
Madhya Pradesh,Vidisha,Vidisha,2022,1686.6
Madhya Pradesh,Anuppur,Anuppur,2023,1394.5
Madhya Pradesh,Balaghat,Balaghat,2023,1371.3
Madhya Pradesh,Chhatarpur,Chhatarpur,2023,904
Madhya Pradesh,Chhindwara,Chhindwara,2023,1377
Madhya Pradesh,Damoh,Damoh,2023,949
Madhya Pradesh,Dindori,Dindori,2023,1328.4
Madhya Pradesh,Jabalpur,Jabalpur,2023,1231.2
Madhya Pradesh,Katni,Katni,2023,1113.1
Madhya Pradesh,Mandla,Mandla,2023,1347.2
Madhya Pradesh,Narsinghpur,Narsinghpur,2023,1439
Madhya Pradesh,Niwari,Niwari,2023,1066.3
Madhya Pradesh,Panna,Panna,2023,1081.5
Madhya Pradesh,Rewa,Rewa,2023,835.9
Madhya Pradesh,Sagar,Sagar,2023,1114.9
Madhya Pradesh,Satna,Satna,2023,694.3
Madhya Pradesh,Seoni,Seoni,2023,1497.3
Madhya Pradesh,Shahdol,Shahdol,2023,1126.4
Madhya Pradesh,Sidhi,Sidhi,2023,851.4
Madhya Pradesh,Singrauli,Singrauli,2023,985.9
Madhya Pradesh,Tikamgarh,Tikamgarh,2023,985.1
Madhya Pradesh,Umaria,Umaria,2023,1085.6
Madhya Pradesh,Agar-Malwa,Agar-Malwa,2023,966.7
Madhya Pradesh,Alirajpur,Alirajpur,2023,1232.6
Madhya Pradesh,Ashoknagar,Ashoknagar,2023,705.5
Madhya Pradesh,Barwani,Barwani,2023,865.4
Madhya Pradesh,Betul,Betul,2023,1288.2
Madhya Pradesh,Bhind,Bhind,2023,996.9
Madhya Pradesh,Bhopal,Bhopal,2023,960
Madhya Pradesh,Burhanpur,Burhanpur,2023,1294.4
Madhya Pradesh,Datia,Datia,2023,744
Madhya Pradesh,Dewas,Dewas,2023,1215.7
Madhya Pradesh,Dhar,Dhar,2023,998.9
Madhya Pradesh,Guna,Guna,2023,771.7
Madhya Pradesh,Gwalior,Gwalior,2023,724.5
Madhya Pradesh,Harda,Harda,2023,1282
Madhya Pradesh,Indore,Indore,2023,1393.7
Madhya Pradesh,Jhabua,Jhabua,2023,1225.7
Madhya Pradesh,Khandwa,Khandwa,2023,1027.4
Madhya Pradesh,Khargone,Khargone,2023,1027.6
Madhya Pradesh,Mandsaur,Mandsaur,2023,775.4
Madhya Pradesh,Morena,Morena,2023,733.5
Madhya Pradesh,Narmadapuram,Narmadapuram,2023,1256.1
Madhya Pradesh,Neemuch,Neemuch,2023,858.7
Madhya Pradesh,Raisen,Raisen,2023,1257.1
Madhya Pradesh,Rajgarh,Rajgarh,2023,844.2
Madhya Pradesh,Ratlam,Ratlam,2023,1327.9
Madhya Pradesh,Sehore,Sehore,2023,1206.7
Madhya Pradesh,Shajapur,Shajapur,2023,808.3
Madhya Pradesh,Sheopur,Sheopur,2023,853.6
Madhya Pradesh,Shivpuri,Shivpuri,2023,867.6
Madhya Pradesh,Ujjain,Ujjain,2023,1071.7
Madhya Pradesh,Vidisha,Vidisha,2023,1031.1
Maharashtra,Ahmednagar,Ahmednagar,2012,394.1
Maharashtra,Akola,Akola,2012,824.5
Maharashtra,Amraoti,Amraoti,2012,1036.5
Maharashtra,Aurangabad,Aurangabad,2012,404.9
Maharashtra,Beed,Beed,2012,431.6
Maharashtra,Bhandara,Bhandara,2012,—
Maharashtra,Buldhana,Buldhana,2012,597.4
Maharashtra,Chandrapur,Chandrapur,2012,1338.3
Maharashtra,Dhule,Dhule,2012,—
Maharashtra,Gadchiroli,Gadchiroli,2012,—
Maharashtra,Gondia,Gondia,2012,1270.8
Maharashtra,Hingoli,Hingoli,2012,—
Maharashtra,Jalgaon,Jalgaon,2012,408.1
Maharashtra,Jalna,Jalna,2012,322.3
Maharashtra,Kolhapur,Kolhapur,2012,1618.9
Maharashtra,Latur,Latur,2012,771.3
Maharashtra,Mumbai City,Mumbai City,2012,1560
Maharashtra,Mumbai Suburban,Mumbai Suburban,2012,2057.6
Maharashtra,Nagpur,Nagpur,2012,1019.9
Maharashtra,Nanded,Nanded,2012,684.7
Maharashtra,Nandurbar,Nandurbar,2012,—
Maharashtra,Nashik,Nashik,2012,950.6
Maharashtra,Osmanabad,Osmanabad,2012,440.3
Maharashtra,Parbhani,Parbhani,2012,674.9
Maharashtra,Pune,Pune,2012,690.6
Maharashtra,Raigad,Raigad,2012,3071.3
Maharashtra,Ratnagiri,Ratnagiri,2012,3720.7
Maharashtra,Sangli,Sangli,2012,470.4
Maharashtra,Satara,Satara,2012,818.2
Maharashtra,Solapur,Solapur,2012,454.6
Maharashtra,Sindhudurg,Sindhudurg,2012,3266.6
Maharashtra,Thane,Thane,2012,2192.9
Maharashtra,Wardha,Wardha,2012,880
Maharashtra,Washim,Washim,2012,863.3
Maharashtra,Yavatmal,Yavatmal,2012,928.7
Maharashtra,Ahmednagar,Ahmednagar,2013,601.2
Maharashtra,Akola,Akola,2013,1334.9
Maharashtra,Amraoti,Amraoti,2013,1114.2
Maharashtra,Aurangabad,Aurangabad,2013,709.5
Maharashtra,Beed,Beed,2013,690.5
Maharashtra,Bhandara,Bhandara,2013,1764.7
Maharashtra,Buldhana,Buldhana,2013,918.8
Maharashtra,Chandrapur,Chandrapur,2013,1904.3
Maharashtra,Gadchiroli,Gadchiroli,2013,2246.1
Maharashtra,Gondia,Gondia,2013,1955.6
Maharashtra,Jalgaon,Jalgaon,2013,929.4
Maharashtra,Jalna,Jalna,2013,822.9
Maharashtra,Kolhapur,Kolhapur,2013,1891.6
Maharashtra,Latur,Latur,2013,939.8
Maharashtra,Mumbai City,Mumbai City,2013,2443.4
Maharashtra,Mumbai Suburban,Mumbai Suburban,2013,2518.2
Maharashtra,Nagpur,Nagpur,2013,1443.5
Maharashtra,Nanded,Nanded,2013,1175.3
Maharashtra,Nashik,Nashik,2013,1211.6
Maharashtra,Osmanabad,Osmanabad,2013,736.2
Maharashtra,Parbhani,Parbhani,2013,1000
Maharashtra,Pune,Pune,2013,1106.4
Maharashtra,Raigad,Raigad,2013,3802.7
Maharashtra,Ratnagiri,Ratnagiri,2013,4357.4
Maharashtra,Sangli,Sangli,2013,625.7
Maharashtra,Satara,Satara,2013,925.6
Maharashtra,Solapur,Solapur,2013,593.8
Maharashtra,Sindhudurg,Sindhudurg,2013,3811.4
Maharashtra,Thane,Thane,2013,3026.5
Maharashtra,Wardha,Wardha,2013,1227.3
Maharashtra,Washim,Washim,2013,1329.8
Maharashtra,Yavatmal,Yavatmal,2013,1317.5
Maharashtra,Ahmednagar,Ahmednagar,2014,500.5
Maharashtra,Akola,Akola,2014,798.2
Maharashtra,Amraoti,Amraoti,2014,856.8
Maharashtra,Aurangabad,Aurangabad,2014,582.2
Maharashtra,Beed,Beed,2014,457.4
Maharashtra,Bhandara,Bhandara,2014,1012.2
Maharashtra,Buldhana,Buldhana,2014,726.4
Maharashtra,Chandrapur,Chandrapur,2014,924.5
Maharashtra,Dhule,Dhule,2014,621.3
Maharashtra,Gadchiroli,Gadchiroli,2014,1301.7
Maharashtra,Gondia,Gondia,2014,1195.7
Maharashtra,Jalgaon,Jalgaon,2014,749.1
Maharashtra,Jalna,Jalna,2014,489.4
Maharashtra,Kolhapur,Kolhapur,2014,1692.4
Maharashtra,Latur,Latur,2014,598.7
Maharashtra,Mumbai City,Mumbai City,2014,2223.8
Maharashtra,Mumbai Suburban,Mumbai Suburban,2014,2330.5
Maharashtra,Nagpur,Nagpur,2014,867.7
Maharashtra,Nanded,Nanded,2014,554.9
Maharashtra,Nandurbar,Nandurbar,2014,612.2
Maharashtra,Nashik,Nashik,2014,1073.5
Maharashtra,Osmanabad,Osmanabad,2014,622.4
Maharashtra,Parbhani,Parbhani,2014,567.8
Maharashtra,Pune,Pune,2014,1007.3
Maharashtra,Raigad,Raigad,2014,2957.5
Maharashtra,Ratnagiri,Ratnagiri,2014,3034.5
Maharashtra,Sangli,Sangli,2014,772.3
Maharashtra,Satara,Satara,2014,1002.6
Maharashtra,Solapur,Solapur,2014,547
Maharashtra,Sindhudurg,Sindhudurg,2014,3121.1
Maharashtra,Thane,Thane,2014,2472.3
Maharashtra,Wardha,Wardha,2014,857.2
Maharashtra,Washim,Washim,2014,702.2
Maharashtra,Yavatmal,Yavatmal,2014,763.6
Maharashtra,AHMEDNAGAR,Ahmednagar,2015,473.2
Maharashtra,AKOLA,Akola,2015,834.2
Maharashtra,AMRAOTI,Amraoti,2015,920.5
Maharashtra,AURANGABAD,Aurangabad,2015,597
Maharashtra,BEED,Beed,2015,403.4
Maharashtra,BHANDARA,Bhandara,2015,1169.2
Maharashtra,BULDHANA,Buldhana,2015,693.9
Maharashtra,CHANDRAPUR,Chandrapur,2015,1191.8
Maharashtra,GADCHIROLI,Gadchiroli,2015,1189.9
Maharashtra,GONDIA,Gondia,2015,1286.3
Maharashtra,HINGOLI,Hingoli,2015,689.9
Maharashtra,JALGAON,Jalgaon,2015,494.8
Maharashtra,JALNA,Jalna,2015,546.5
Maharashtra,KOLHAPUR,Kolhapur,2015,971.9
Maharashtra,LATUR,Latur,2015,499.3
Maharashtra,MUMBAI CITY,Mumbai City,2015,1697
Maharashtra,MUMBAI SUBURBAN,Mumbai Suburban,2015,1869.1
Maharashtra,NAGPUR,Nagpur,2015,1121.8
Maharashtra,NANDED,Nanded,2015,633.2
Maharashtra,NASHIK,Nashik,2015,838.7
Maharashtra,OSMANABAD,Osmanabad,2015,476.6
Maharashtra,PARBHANI,Parbhani,2015,451.6
Maharashtra,PUNE,Pune,2015,804
Maharashtra,RAIGAD,Raigad,2015,2244.4
Maharashtra,RATNAGIRI,Ratnagiri,2015,2354
Maharashtra,SANGLI,Sangli,2015,480.8
Maharashtra,SATARA,Satara,2015,649.2
Maharashtra,Solapur,Solapur,2015,351.6
Maharashtra,SINDHUDURG,Sindhudurg,2015,2283.5
Maharashtra,THANE,Thane,2015,1827.8
Maharashtra,WARDHA,Wardha,2015,991.8
Maharashtra,WASHIM,Washim,2015,799.5
Maharashtra,Yavatmal,Yavatmal,2015,779.3
Maharashtra,AHMEDNAGAR,Ahmednagar,2016,642.4
Maharashtra,AKOLA,Akola,2016,852.7
Maharashtra,AMRAOTI,Amraoti,2016,1023.4
Maharashtra,AURANGABAD,Aurangabad,2016,655.1
Maharashtra,BHANDARA,Bhandara,2016,1022.5
Maharashtra,BULDHANA,Buldhana,2016,801.7
Maharashtra,CHANDRAPUR,Chandrapur,2016,1557.4
Maharashtra,GADCHIROLI,Gadchiroli,2016,1777.2
Maharashtra,GONDIA,Gondia,2016,1383.5
Maharashtra,JALGAON,Jalgaon,2016,705.2
Maharashtra,JALNA,Jalna,2016,864.8
Maharashtra,KOLHAPUR,Kolhapur,2016,1667.7
Maharashtra,LATUR,Latur,2016,1201.3
Maharashtra,MUMBAI CITY,Mumbai City,2016,2578.1
Maharashtra,MUMBAI SUBURBAN,Mumbai Suburban,2016,2983.2
Maharashtra,NAGPUR,Nagpur,2016,908
Maharashtra,NANDED,Nanded,2016,1164.2
Maharashtra,NASHIK,Nashik,2016,1225.5
Maharashtra,OSMANABAD,Osmanabad,2016,898.3
Maharashtra,PALGHAR,Palghar,2016,3133
Maharashtra,PARBHANI,Parbhani,2016,1019.4
Maharashtra,PUNE,Pune,2016,1214.8
Maharashtra,RAIGAD,Raigad,2016,4007.8
Maharashtra,RATNAGIRI,Ratnagiri,2016,4534.8
Maharashtra,SANGLI,Sangli,2016,638.5
Maharashtra,SATARA,Satara,2016,1072.3
Maharashtra,Solapur,Solapur,2016,609.1
Maharashtra,SINDHUDURG,Sindhudurg,2016,3565.8
Maharashtra,WARDHA,Wardha,2016,1071.7
Maharashtra,WASHIM,Washim,2016,903.5
Maharashtra,Yavatmal,Yavatmal,2016,977.4
Maharashtra,AHMEDNAGAR,Ahmednagar,2018,366.2
Maharashtra,AKOLA,Akola,2018,719.2
Maharashtra,AMRAOTI,Amraoti,2018,675.3
Maharashtra,AURANGABAD,Aurangabad,2018,418.1
Maharashtra,BHANDARA,Bhandara,2018,1070
Maharashtra,BULDHANA,Buldhana,2018,491.4
Maharashtra,CHANDRAPUR,Chandrapur,2018,1153.7
Maharashtra,GADCHIROLI,Gadchiroli,2018,1355.8
Maharashtra,GONDIA,Gondia,2018,1191.5
Maharashtra,JALGAON,Jalgaon,2018,520.4
Maharashtra,JALNA,Jalna,2018,450.8
Maharashtra,KOLHAPUR,Kolhapur,2018,1834.9
Maharashtra,LATUR,Latur,2018,615
Maharashtra,MUMBAI CITY,Mumbai City,2018,1799.9
Maharashtra,MUMBAI SUBURBAN,Mumbai Suburban,2018,2243.4
Maharashtra,NAGPUR,Nagpur,2018,1058.3
Maharashtra,NANDED,Nanded,2018,887
Maharashtra,NASHIK,Nashik,2018,915.7
Maharashtra,OSMANABAD,Osmanabad,2018,572.1
Maharashtra,PALGHAR,Palghar,2018,2398.3
Maharashtra,PARBHANI,Parbhani,2018,623.2
Maharashtra,PUNE,Pune,2018,1066.4
Maharashtra,RAIGAD,Raigad,2018,3173.4
Maharashtra,RATNAGIRI,Ratnagiri,2018,3383.5
Maharashtra,SANGLI,Sangli,2018,457.4
Maharashtra,SATARA,Satara,2018,874
Maharashtra,Solapur,Solapur,2018,348.3
Maharashtra,SINDHUDURG,Sindhudurg,2018,3176.9
Maharashtra,WARDHA,Wardha,2018,758.9
Maharashtra,WASHIM,Washim,2018,856.1
Maharashtra,Yavatmal,Yavatmal,2018,744.2
Maharashtra,AHMEDNAGAR,Ahmednagar,2019,–
Maharashtra,AKOLA,Akola,2019,911.9
Maharashtra,AMRAOTI,Amraoti,2019,947.5
Maharashtra,AURANGABAD,Aurangabad,2019,823.2
Maharashtra,BEED,Beed,2019,747.2
Maharashtra,BHANDARA,Bhandara,2019,1302.4
Maharashtra,BULDHANA,Buldhana,2019,794.7
Maharashtra,CHANDRAPUR,Chandrapur,2019,1386.4
Maharashtra,DHULE,Dhule,2019,–
Maharashtra,GADCHIROLI,Gadchiroli,2019,1985.9
Maharashtra,GONDIA,Gondia,2019,1276.2
Maharashtra,HINGOLI,Hingoli,2019,–
Maharashtra,JALGAON,Jalgaon,2019,1063.3
Maharashtra,JALNA,Jalna,2019,836.7
Maharashtra,KOLHAPUR,Kolhapur,2019,3235.2
Maharashtra,LATUR,Latur,2019,802.6
Maharashtra,MUMBAI CITY,Mumbai City,2019,2853.5
Maharashtra,MUMBAI SUBURBAN,Mumbai Suburban,2019,3855.8
Maharashtra,NAGPUR,Nagpur,2019,1243.6
Maharashtra,NANDED,Nanded,2019,1040.7
Maharashtra,NANDURBAR,Nandurbar,2019,–
Maharashtra,NASHIK,Nashik,2019,1736.3
Maharashtra,OSMANABAD,Osmanabad,2019,773.5
Maharashtra,PALGHAR,Palghar,2019,4019.7
Maharashtra,PARBHANI,Parbhani,2019,950.1
Maharashtra,PUNE,Pune,2019,2052.9
Maharashtra,RAIGAD,Raigad,2019,5182.2
Maharashtra,RATNAGIRI,Ratnagiri,2019,4920.6
Maharashtra,SANGLI,Sangli,2019,938.9
Maharashtra,SATARA,Satara,2019,1679.4
Maharashtra,Solapur,Solapur,2019,607.2
Maharashtra,SINDHUDURG,Sindhudurg,2019,4737
Maharashtra,THANE,Thane,2019,–
Maharashtra,WARDHA,Wardha,2019,1043
Maharashtra,WASHIM,Washim,2019,763.6
Maharashtra,Yavatmal,Yavatmal,2019,609.6
Maharashtra,AHMEDNAGAR,Ahmednagar,2017,794.4
Maharashtra,AKOLA,Akola,2017,634.7
Maharashtra,AMRAOTI,Amraoti,2017,616.9
Maharashtra,AURANGABAD,Aurangabad,2017,658.7
Maharashtra,BEED,Beed,2017,770.6
Maharashtra,BHANDARA,Bhandara,2017,902.1
Maharashtra,BULDHANA,Buldhana,2017,715.4
Maharashtra,CHANDRAPUR,Chandrapur,2017,857.5
Maharashtra,DHULE,Dhule,2017,602.9
Maharashtra,GADCHIROLI,Gadchiroli,2017,1103.6
Maharashtra,GONDIA,Gondia,2017,856.2
Maharashtra,HINGOLI,Hingoli,2017,687.2
Maharashtra,JALGAON,Jalgaon,2017,611.6
Maharashtra,JALNA,Jalna,2017,685
Maharashtra,KOLHAPUR,Kolhapur,2017,1727.1
Maharashtra,LATUR,Latur,2017,874.2
Maharashtra,MUMBAI CITY,Mumbai City,2017,2454.2
Maharashtra,MUMBAI SUBURBAN,Mumbai Suburban,2017,3109.2
Maharashtra,NAGPUR,Nagpur,2017,950.5
Maharashtra,NANDED,Nanded,2017,711.8
Maharashtra,NANDURBAR,Nandurbar,2017,796.7
Maharashtra,NASHIK,Nashik,2017,1347.6
Maharashtra,OSMANABAD,Osmanabad,2017,980.3
Maharashtra,PALGHAR,Palghar,2017,3205.9
Maharashtra,PARBHANI,Parbhani,2017,691.3
Maharashtra,PUNE,Pune,2017,1458.1
Maharashtra,RAIGAD,Raigad,2017,3862.5
Maharashtra,RATNAGIRI,Ratnagiri,2017,3695.6
Maharashtra,SANGLI,Sangli,2017,614.8
Maharashtra,SATARA,Satara,2017,1015.6
Maharashtra,Solapur,Solapur,2017,764.4
Maharashtra,SINDHUDURG,Sindhudurg,2017,3202.8
Maharashtra,THANE,Thane,2017,3450.2
Maharashtra,WARDHA,Wardha,2017,812.9
Maharashtra,WASHIM,Washim,2017,678.2
Maharashtra,Yavatmal,Yavatmal,2017,618.8
Maharashtra,Mumbai City,Mumbai City,2020,3444.1
Maharashtra,Mumbai Suburban,Mumbai Suburban,2020,3835.3
Maharashtra,Palghar,Palghar,2020,2675.8
Maharashtra,Raigad,Raigad,2020,3884.7
Maharashtra,Ratnagiri,Ratnagiri,2020,4293.1
Maharashtra,Sindhudurg,Sindhudurg,2020,4933
Maharashtra,Thane,Thane,2020,3028
Maharashtra,Ahmednagar,Ahmednagar,2020,—
Maharashtra,Dhule,Dhule,2020,—
Maharashtra,Jalgaon,Jalgaon,2020,818.8
Maharashtra,Kolhapur,Kolhapur,2020,2449.6
Maharashtra,Nashik,Nashik,2020,1202.9
Maharashtra,Pune,Pune,2020,1481
Maharashtra,Sangli,Sangli,2020,1001.1
Maharashtra,Satara,Satara,2020,1134.9
Maharashtra,Solapur,Solapur,2020,877.1
Maharashtra,Aurangabad,Aurangabad,2020,1065.2
Maharashtra,Beed,Beed,2020,977.7
Maharashtra,Hingoli,Hingoli,2020,—
Maharashtra,Jalna,Jalna,2020,931.3
Maharashtra,Latur,Latur,2020,—
Maharashtra,Nanded,Nanded,2020,986.2
Maharashtra,Osmanabad,Osmanabad,2020,1069.1
Maharashtra,Parbhani,Parbhani,2020,1042.6
Maharashtra,Akola,Akola,2020,546
Maharashtra,Amravati,Amravati,2020,773.7
Maharashtra,Bhandara,Bhandara,2020,1268.5
Maharashtra,Buldhana,Buldhana,2020,750.3
Maharashtra,Chandrapur,Chandrapur,2020,1056.9
Maharashtra,Gadchiroli,Gadchiroli,2020,1279.3
Maharashtra,Gondia,Gondia,2020,1315.2
Maharashtra,Nagpur,Nagpur,2020,1143.8
Maharashtra,Wardha,Wardha,2020,941.9
Maharashtra,Washim,Washim,2020,1023.8
Maharashtra,Yavatmal,Yavatmal,2020,724.1
Maharashtra,Ahmednagar,Ahmednagar,2021,832.6
Maharashtra,Akola,Akola,2021,809.4
Maharashtra,Amravati,Amravati,2021,930.5
Maharashtra,Aurangabad,Aurangabad,2021,1132.3
Maharashtra,Beed,Beed,2021,1115.1
Maharashtra,Bhandara,Bhandara,2021,1203.5
Maharashtra,Buldhana,Buldhana,2021,840.9
Maharashtra,Chandrapur,Chandrapur,2021,1259.3
Maharashtra,Dhule,Dhule,2021,953.2
Maharashtra,Gadchiroli,Gadchiroli,2021,1214.1
Maharashtra,Gondia,Gondia,2021,1265.9
Maharashtra,Hingoli,Hingoli,2021,947.6
Maharashtra,Jalgaon,Jalgaon,2021,972.7
Maharashtra,Jalna,Jalna,2021,1219.8
Maharashtra,Kolhapur,Kolhapur,2021,2518.5
Maharashtra,Latur,Latur,2021,1075.1
Maharashtra,Mumbai City,Mumbai City,2021,2463.7
Maharashtra,Mumbai Suburban,Mumbai Suburban,2021,3541.6
